City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Noida,Very Poor,365,"PM
2.5",4/4,Uttar Pradesh
Hapur,Very Poor,363,"PM
2.5",1/1,Uttar Pradesh
Baghpat,Very Poor,363,"PM
2.5",1/2,Uttar Pradesh
Delhi,Very Poor,342,"PM
2.5",40/40,Delhi
Dharuhera,Very Poor,333,"PM
2.5",1/1,Haryana
Manesar,Very Poor,327,"PM
2.5",1/1,Haryana
Ghaziabad,Very Poor,324,"PM , PM
10 2.5",4/4,Uttar Pradesh
Greater Noida,Very Poor,324,"PM
2.5",2/2,Uttar Pradesh
Bhiwadi,Very Poor,310,"PM
2.5",2/2,Rajasthan
Sonipat,Very Poor,308,"PM
2.5",1/1,Haryana
Charkhi Dadri,Very Poor,303,"PM
2.5",1/1,Haryana
Cuttack,Poor,300,"PM
2.5",1/1,Odisha
Bhubaneswar,Poor,286,"PM
2.5",2/2,Odisha
Haldia,Poor,285,"PM
2.5",1/1,West Bengal
Gurugram,Poor,282,"PM
2.5",3/4,Haryana
Angul,Poor,275,"PM
2.5",1/1,Odisha
Muzaffarnagar,Poor,272,"PM
2.5",1/1,Uttar Pradesh
Panchgaon,Poor,271,"O
3",1/1,Haryana
Balasore,Poor,269,"PM
2.5",1/1,Odisha
Meerut,Poor,263,"PM , PM
10 2.5",3/3,Uttar Pradesh
Karnal,Poor,258,"PM
2.5",1/1,Haryana
Bhiwani,Poor,258,"PM
2.5",1/1,Haryana
Talcher,Poor,257,"PM
2.5",1/1,Odisha
Khurja,Poor,253,"PM
2.5",1/1,Uttar Pradesh
Mandideep,Poor,247,"PM
2.5",1/1,Madhya Pradesh
Hajipur,Poor,241,"PM
2.5",1/1,Bihar
Tonk,Poor,239,"PM
2.5",1/1,Rajasthan
Singrauli,Poor,238,"PM
2.5",1/1,Madhya Pradesh
Byasanagar,Poor,235,"PM
2.5",1/1,Odisha
Sikar,Poor,230,"PM
2.5",1/1,Rajasthan
Faridabad,Poor,227,"PM
2.5",3/4,Haryana
Kurukshetra,Poor,226,"PM
2.5",1/1,Haryana
Pimpri-Chinchwad,Poor,226,"PM
2.5",4/4,Maharashtra
Bulandshahr,Poor,224,"PM
2.5",1/1,Uttar Pradesh
Baddi,Poor,223,"PM
2.5",1/1,Himachal Pradesh
Jind,Poor,219,"PM
2.5",1/1,Haryana
Bileipada,Poor,219,"PM
2.5",1/1,Odisha
Sri Ganganagar,Poor,211,"PM
10",1/1,Rajasthan
Gwalior,Poor,210,"PM
2.5",3/4,Madhya Pradesh
Chandrapur,Poor,210,"PM , PM
10 2.5",2/2,Maharashtra
