City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bikaner,Poor,291,"PM
10",1/1,Rajasthan
Sirsa,Poor,291,"PM
10",1/1,Haryana
Baddi,Poor,290,"O
3",1/1,Himachal Pradesh
Jaisalmer,Poor,270,"PM
10",1/1,Rajasthan
Panchgaon,Poor,267,"PM
2.5",1/1,Haryana
Noida,Poor,242,"O
3",4/4,Uttar Pradesh
Damoh,Poor,227,"PM
10",1/1,Madhya Pradesh
Ghaziabad,Poor,224,"PM , O
2.5 3",6/6,Uttar Pradesh
Katni,Poor,222,"PM
10",1/1,Madhya Pradesh
Angul,Poor,215,"PM
2.5",1/1,Odisha
Meerut,Poor,210,"O
3",4/4,Uttar Pradesh
Nagaur,Poor,208,"PM
10",1/1,Rajasthan
Singrauli,Moderate,200,"PM
10",1/1,Madhya Pradesh
Barmer,Moderate,195,"PM
10",1/1,Rajasthan
Greater Noida,Moderate,190,"PM , O
10 3",2/2,Uttar Pradesh
Charkhi Dadri,Moderate,176,"PM
2.5",1/1,Haryana
Byrnihat (Assam),Moderate,174,"PM
2.5",1/1,Meghalaya
Manesar,Moderate,174,"PM
2.5",1/1,Haryana
Mandideep,Moderate,172,"PM
2.5",1/1,Madhya Pradesh
Dausa,Moderate,171,"PM
10",1/1,Rajasthan
Sagar,Moderate,169,"PM
10",1/2,Madhya Pradesh
Pali,Moderate,168,"PM
10",1/1,Rajasthan
Jodhpur,Moderate,167,"PM
10",5/5,Rajasthan
Gurugram,Moderate,166,"PM , PM
10 2.5",2/4,Haryana
Bharatpur,Moderate,164,"O
3",1/1,Rajasthan
Agra,Moderate,164,"PM
10",6/6,Uttar Pradesh
Faridabad,Moderate,162,"PM
2.5",3/4,Haryana
Sirohi,Moderate,161,"PM
10",1/1,Rajasthan
Muzaffarnagar,Moderate,155,"O
3",1/1,Uttar Pradesh
Baran,Moderate,155,"O
3",1/1,Rajasthan
Delhi,Moderate,154,"O
3",45/47,Delhi
Ratlam,Moderate,150,"PM
10",1/1,Madhya Pradesh
Bhiwadi,Moderate,150,"PM
10",2/2,Rajasthan
Byrnihat (Meghalaya),Moderate,149,"PM
10",1/1,Meghalaya
Gwalior,Moderate,148,"PM , O
10 3",3/4,Madhya Pradesh
Sawai Madhopur,Moderate,148,"O
3",1/1,Rajasthan
Bhopal,Moderate,147,"PM , O
10 3",3/3,Madhya Pradesh
Bulandshahr,Moderate,147,"PM
10",1/1,Uttar Pradesh
Banswara,Moderate,145,"PM
10",1/1,Rajasthan
Jind,Moderate,145,"PM
2.5",1/1,Haryana
Jalore,Moderate,143,"PM
10",1/1,Rajasthan
Hanumangarh,Moderate,143,"PM
10",1/1,Rajasthan
Bahadurgarh,Moderate,141,"PM
2.5",1/1,Haryana
Sri Ganganagar,Moderate,139,"PM
10",1/1,Rajasthan
Yamuna Nagar,Moderate,139,"PM
2.5",1/1,Haryana
Bundi,Moderate,138,"O
3",1/1,Rajasthan
Karnal,Moderate,133,"PM
2.5",1/1,Haryana
Kurukshetra,Moderate,133,"PM
2.5",1/1,Haryana
Chandrapur,Moderate,132,"PM , O
10 3",2/2,Maharashtra
Pithampur,Moderate,131,"PM
10",1/1,Madhya Pradesh
