City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Greater Noida,Poor,296,"PM
10",2/2,Uttar Pradesh
Manesar,Poor,277,"PM
2.5",1/1,Haryana
Bhiwadi,Poor,264,"PM
10",2/2,Rajasthan
Gurugram,Poor,262,"PM
2.5",4/4,Haryana
Ghaziabad,Poor,260,"PM
10",5/5,Uttar Pradesh
Ballabgarh,Poor,257,"PM
10",1/1,Haryana
Sri Ganganagar,Poor,254,"O
3",1/1,Rajasthan
Charkhi Dadri,Poor,254,"PM
2.5",1/1,Haryana
Singrauli,Poor,226,"PM
10",1/1,Madhya Pradesh
Barbil,Poor,222,"O
3",1/1,Odisha
Noida,Poor,221,"PM
10",4/4,Uttar Pradesh
Bileipada,Poor,220,"PM
2.5",1/1,Odisha
Bulandshahr,Poor,218,"PM
10",1/1,Uttar Pradesh
Baghpat,Poor,216,"PM
10",1/2,Uttar Pradesh
Delhi,Poor,204,"PM
10",45/47,Delhi
Hapur,Poor,201,"PM
10",1/1,Uttar Pradesh
Narnaul,Moderate,199,"PM
2.5",1/1,Haryana
Byasanagar,Moderate,198,CO,1/1,Odisha
Tonk,Moderate,197,"PM
10",1/1,Rajasthan
Dharuhera,Moderate,192,"PM
2.5",1/1,Haryana
Gwalior,Moderate,182,"PM , PM
2.5 10",3/4,Madhya Pradesh
Nayagarh,Moderate,178,"PM
10",1/1,Odisha
Patna,Moderate,177,"PM , PM
2.5 10",6/6,Bihar
Chandrapur,Moderate,166,"O , PM
3 10",2/2,Maharashtra
Sawai Madhopur,Moderate,166,"O
3",1/1,Rajasthan
Faridabad,Moderate,163,"PM , PM
2.5 10",3/4,Haryana
Panchgaon,Moderate,160,"PM
2.5",1/1,Haryana
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Hisar,Moderate,155,"O
3",1/1,Haryana
Dausa,Moderate,154,"O
3",1/1,Rajasthan
Bharatpur,Moderate,153,"O
3",1/1,Rajasthan
Jodhpur,Moderate,151,"PM , PM
2.5 10",5/5,Rajasthan
Manguraha,Moderate,150,"PM
2.5",1/1,Bihar
Bikaner,Moderate,149,"PM
10",1/1,Rajasthan
Yamuna Nagar,Moderate,148,"PM
2.5",1/1,Haryana
Agra,Moderate,147,"PM , PM
2.5 10",6/6,Uttar Pradesh
Pithampur,Moderate,146,"PM
10",1/1,Madhya Pradesh
Baddi,Moderate,146,"PM
10",1/1,Himachal Pradesh
Meerut,Moderate,145,"O , PM
3 10",3/3,Uttar Pradesh
Muzaffarnagar,Moderate,144,"PM
10",1/1,Uttar Pradesh
Visakhapatnam,Moderate,144,"PM
10",1/1,Andhra Pradesh
Pali,Moderate,143,"PM
10",1/1,Rajasthan
Byrnihat (Meghalaya),Moderate,141,"PM
10",1/1,Meghalaya
Mandideep,Moderate,141,"PM
2.5",1/1,Madhya Pradesh
Kanpur,Moderate,140,"PM , PM
2.5 10",3/4,Uttar Pradesh
Jhunjhunu,Moderate,139,"PM
10",1/1,Rajasthan
Kurukshetra,Moderate,139,"PM
10",1/1,Haryana
Churu,Moderate,138,"PM
10",1/1,Rajasthan
Panipat,Moderate,138,"PM
10",1/1,Haryana
Khurja,Moderate,138,"PM
2.5",1/1,Uttar Pradesh
Sirsa,Moderate,137,"O
3",1/1,Haryana
Vatva,Moderate,135,"PM
10",1/1,Gujarat
Jind,Moderate,134,"PM
2.5",1/1,Haryana
Gandhinagar,Moderate,134,"PM
10",3/3,Gujarat
Jaipur,Moderate,133,"PM , O
2.5 3",6/6,Rajasthan
Ahmedabad,Moderate,130,"PM
10",8/9,Gujarat
Suakati,Moderate,129,"PM
10",1/1,Odisha
Motihari,Moderate,128,"PM
2.5",1/1,Bihar
Kota,Moderate,126,"PM , PM
2.5 10",3/3,Rajasthan
Ujjain,Moderate,126,"PM
2.5",1/2,Madhya Pradesh
Banswara,Moderate,124,"PM
10",1/1,Rajasthan
Vrindavan,Moderate,123,"PM
10",1/1,Uttar Pradesh
Yadgir,Moderate,122,"PM
10",1/1,Karnataka
Sirohi,Moderate,121,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,121,"PM
10",1/1,Rajasthan
Jorapokhar,Moderate,121,"PM
10",1/1,Jharkhand
Saharsa,Moderate,120,"PM
10",1/1,Bihar
Mehsana,Moderate,119,"PM
10",1/1,Gujarat
Barmer,Moderate,118,"PM
10",1/1,Rajasthan
Bhopal,Moderate,118,"PM
10",3/3,Madhya Pradesh
Hanumangarh,Moderate,118,"PM
10",1/1,Rajasthan
Baran,Moderate,118,"O
3",1/1,Rajasthan
Sikar,Moderate,118,"PM
10",1/1,Rajasthan
Lucknow,Moderate,118,"PM
10",6/6,Uttar Pradesh
Vadodara,Moderate,117,"PM
10",1/1,Gujarat
Udaipur,Moderate,117,"PM
10",1/1,Rajasthan
Katni,Moderate,115,"PM
10",1/1,Madhya Pradesh
Dewas,Moderate,114,"PM
10",1/1,Madhya Pradesh
Bundi,Moderate,114,"O
3",1/1,Rajasthan
Jalore,Moderate,113,"PM
10",1/1,Rajasthan
Palwal,Moderate,111,"PM
10",1/1,Haryana
Belapur,Moderate,110,"PM
10",1/1,Maharashtra
Ajmer,Moderate,110,"PM
10",1/1,Rajasthan
Nandesari,Moderate,110,"PM
10",1/1,Gujarat
Keonjhar,Moderate,109,"PM
10",1/1,Odisha
Moradabad,Moderate,109,"PM
10",5/7,Uttar Pradesh
Solapur,Moderate,108,"PM
10",1/3,Maharashtra
Bhavnagar,Moderate,108,"PM
10",1/1,Gujarat
Bhagalpur,Moderate,108,"PM
10",2/2,Bihar
Bhilwara,Moderate,108,"PM
10",1/1,Rajasthan
Bilaspur,Moderate,107,"PM
2.5",1/1,Chhattisgarh
Nagpur,Moderate,106,"PM , PM
2.5 10",4/4,Maharashtra
Arrah,Moderate,106,"PM
2.5",1/1,Bihar
Firozabad,Moderate,106,"PM
10",2/2,Uttar Pradesh
Kunjemura,Moderate,106,"PM
10",1/1,Chhattisgarh
Patiala,Moderate,105,"PM
10",1/1,Punjab
Pratapgarh,Moderate,104,"PM
10",1/1,Uttar Pradesh
Alwar,Moderate,104,"PM
10",1/1,Rajasthan
Baripada,Moderate,104,"PM
10",1/1,Odisha
Badlapur,Moderate,103,"PM
10",1/1,Maharashtra
