City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Nandesari,Poor,270,"PM
2.5",1/1,Gujarat
Baddi,Moderate,170,"PM
10",1/1,Himachal Pradesh
Karauli,Moderate,155,"PM
10",1/1,Rajasthan
Byrnihat,Moderate,146,"PM
2.5",1/1,Meghalaya
Greater Noida,Moderate,131,"PM
10",1/2,Uttar Pradesh
Chandigarh,Moderate,119,"PM
10",3/3,Chandigarh
Visakhapatnam,Moderate,116,"PM
10",1/1,Andhra Pradesh
Gummidipoondi,Moderate,112,"PM
10",1/1,Tamil Nadu
Imphal,Moderate,109,"SO
2",1/2,Manipur
Singrauli,Moderate,108,"PM
10",1/1,Madhya Pradesh
Dausa,Moderate,106,"PM
10",1/1,Rajasthan
Vapi,Moderate,104,"PM
10",1/1,Gujarat
Ludhiana,Moderate,103,"PM
10",1/1,Punjab
Hajipur,Moderate,102,"PM
2.5",1/1,Bihar
Jalore,Satisfactory,98,"PM
10",1/1,Rajasthan
Dholpur,Satisfactory,98,"PM
10",1/1,Rajasthan
Bareilly,Satisfactory,96,"SO
2",1/2,Uttar Pradesh
Tirupati,Satisfactory,95,"PM
2.5",1/1,Andhra Pradesh
Jhunjhunu,Satisfactory,94,CO,1/1,Rajasthan
Tonk,Satisfactory,93,"PM
10",1/1,Rajasthan
Banswara,Satisfactory,90,"PM
10",1/1,Rajasthan
Araria,Satisfactory,89,"PM
10",1/1,Bihar
Barmer,Satisfactory,88,"PM
10",1/1,Rajasthan
Jaisalmer,Satisfactory,87,"PM
10",1/1,Rajasthan
Hassan,Satisfactory,87,"PM
10",1/1,Karnataka
Dhanbad,Satisfactory,86,"NO
2",1/2,Jharkhand
Pithampur,Satisfactory,86,"PM
10",1/1,Madhya Pradesh
Nagaur,Satisfactory,84,"PM
10",1/1,Rajasthan
Pali,Satisfactory,84,"PM
10",1/1,Rajasthan
Ghaziabad,Satisfactory,82,"PM
10",4/4,Uttar Pradesh
Dungarpur,Satisfactory,82,CO,1/1,Rajasthan
