City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Delhi,Very Poor,400,"PM
2.5",39/40,Delhi
Ghaziabad,Very Poor,394,"PM , PM
2.5 10",4/4,Uttar Pradesh
Noida,Very Poor,388,"PM
2.5",4/4,Uttar Pradesh
Dharuhera,Very Poor,364,"PM
2.5",1/1,Haryana
Gurugram,Very Poor,360,"PM
2.5",4/4,Haryana
Bhiwadi,Very Poor,354,"PM , PM
2.5 10",2/2,Rajasthan
Greater Noida,Very Poor,332,"PM
2.5",2/2,Uttar Pradesh
Ballabgarh,Very Poor,326,"PM
10",1/1,Haryana
Mandideep,Very Poor,322,"PM
10",1/1,Madhya Pradesh
Manesar,Very Poor,319,"PM
2.5",1/1,Haryana
Baddi,Very Poor,314,"PM
2.5",1/1,Himachal Pradesh
Charkhi Dadri,Very Poor,313,"PM
2.5",1/1,Haryana
Panipat,Very Poor,311,"PM
2.5",1/1,Haryana
Angul,Very Poor,309,"O
3",1/1,Odisha
Muzaffarnagar,Poor,284,"PM
2.5",1/1,Uttar Pradesh
Baghpat,Poor,282,"PM
2.5",1/2,Uttar Pradesh
Narnaul,Poor,279,"PM
2.5",1/1,Haryana
Bileipada,Poor,271,"PM
2.5",1/1,Odisha
Cuttack,Poor,267,"O
3",1/1,Odisha
Siwan,Poor,265,"PM
2.5",1/1,Bihar
Lucknow,Poor,261,"PM
2.5",6/6,Uttar Pradesh
Hajipur,Poor,261,"PM
2.5",1/1,Bihar
Yamuna Nagar,Poor,258,"PM
2.5",1/1,Haryana
Faridabad,Poor,253,"PM
2.5",3/4,Haryana
Singrauli,Poor,249,"PM
2.5",1/1,Madhya Pradesh
Bhubaneswar,Poor,237,"O , PM
3 2.5",2/2,Odisha
Patna,Poor,236,"PM
2.5",5/6,Bihar
Byasanagar,Poor,235,"O
3",1/1,Odisha
Saharsa,Poor,234,"PM
2.5",1/1,Bihar
Talcher,Poor,233,"PM
2.5",1/1,Odisha
Bihar Sharif,Poor,227,"PM
2.5",1/1,Bihar
Balasore,Poor,224,"PM
2.5",1/1,Odisha
Karnal,Poor,224,"PM
2.5",1/1,Haryana
Gummidipoondi,Poor,223,"PM
2.5",1/1,Tamil Nadu
Chandigarh,Poor,220,"PM
2.5",3/3,Chandigarh
Kolkata,Poor,220,"PM
2.5",7/7,West Bengal
Kota,Poor,218,"PM
2.5",3/3,Rajasthan
Howrah,Poor,218,"PM , PM
2.5 10",5/5,West Bengal
Samastipur,Poor,217,"PM
2.5",1/1,Bihar
Vatva,Poor,217,"PM
2.5",1/1,Gujarat
Meerut,Poor,209,"PM , PM
2.5 10",3/3,Uttar Pradesh
Bundi,Poor,208,"PM
2.5",1/1,Rajasthan
Visakhapatnam,Poor,208,"PM
2.5",1/1,Andhra Pradesh
Chittorgarh,Poor,206,"PM
2.5",1/1,Rajasthan
Kanpur,Poor,205,"PM
2.5",3/4,Uttar Pradesh
Sawai Madhopur,Poor,204,"PM
10",1/1,Rajasthan
Kaithal,Moderate,199,"PM
2.5",1/1,Haryana
Prayagraj,Moderate,198,"PM
2.5",3/3,Uttar Pradesh
Dehradun,Moderate,198,"PM
2.5",1/1,Uttarakhand
Hisar,Moderate,198,"PM
2.5",1/1,Haryana
Bulandshahr,Moderate,197,"PM
2.5",1/1,Uttar Pradesh
Baripada,Moderate,196,"PM
2.5",1/1,Odisha
Ankleshwar,Moderate,196,"PM
10",1/1,Gujarat
Panchkula,Moderate,196,"PM
2.5",1/1,Haryana
Jind,Moderate,195,"PM
2.5",1/1,Haryana
Gwalior,Moderate,194,"PM
2.5",2/4,Madhya Pradesh
Kollam,Moderate,192,"PM
2.5",1/1,Kerala
Bikaner,Moderate,190,"PM
2.5",1/1,Rajasthan
