City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Raebareli,Poor,276,"PM , CO
10",2/2,Uttar Pradesh
Rupnagar,Poor,273,"PM
2.5",1/1,Punjab
Khora,Moderate,198,"PM
2.5",1/1,
Byrnihat (Meghalaya),Moderate,192,"PM
2.5",1/1,
Panipat,Moderate,187,"PM
10",1/1,
Fatehabad,Moderate,185,"PM
10",1/1,Haryana
Greater noida,Moderate,155,"PM
10",2/2,
Meerut,Moderate,150,"PM , PM
2.5 10",2/4,Uttar Pradesh
Mandi gobindgarh,Moderate,136,"PM
10",1/1,
Noida,Moderate,129,"PM , O
10 3",4/4,Uttar Pradesh
Bahadurgarh,Moderate,123,"PM
2.5",1/1,Haryana
Siliguri,Moderate,120,NO2,1/1,West Bengal
Ghaziabad,Moderate,119,"PM , PM
10 2.5",6/7,Uttar Pradesh
Banswara,Moderate,116,"PM
10",1/1,Rajasthan
Muzaffarnagar,Moderate,114,"PM
2.5",1/1,
Sonipat,Moderate,114,"PM
2.5",1/1,
Baghpat,Moderate,112,"PM
10",1/1,Uttar Pradesh
Faridabad,Moderate,111,"PM
10",3/4,Haryana
Dhanbad,Moderate,110,NO2,1/2,
Pali,Moderate,109,"PM
10",1/1,Rajasthan
Siwan,Moderate,105,"PM
10",1/1,Bihar
Bulandshahr,Moderate,105,"PM
10",1/1,
Ballabgarh,Moderate,101,"PM
10",1/1,Haryana
Delhi,Moderate,101,"PM
10",41/46,
Bathinda,Satisfactory,99,"PM
10",1/1,
Karnal,Satisfactory,99,"PM
10",1/1,
Pithampur,Satisfactory,98,"PM
10",1/1,Madhya Pradesh
Jorapokhar,Satisfactory,96,"PM
10",1/1,Jharkhand
Gurugram,Satisfactory,96,"PM , PM
2.5 10",3/4,Haryana
Alwar,Satisfactory,96,"PM
10",2/2,Rajasthan
Yamuna nagar,Satisfactory,95,"PM
10",1/1,Haryana
Baddi,Satisfactory,94,"PM
10",1/1,Himachal Pradesh
Jhalawar,Satisfactory,94,"PM
10",1/1,Rajasthan
Visakhapatnam,Satisfactory,94,"PM
10",1/1,Andhra Pradesh
Hisar,Satisfactory,90,SO2,1/1,Haryana
Chhapra,Satisfactory,90,CO,1/1,Gujarat
Katihar,Satisfactory,90,CO,1/1,Bihar
Dausa,Satisfactory,89,"PM
10",1/1,
Agra,Satisfactory,85,"PM , PM
10 2.5",6/6,Uttar Pradesh
Sirsa,Satisfactory,85,CO,1/1,Haryana
Byasanagar,Satisfactory,84,"PM
2.5",1/1,
Gummidipoondi,Satisfactory,84,"PM
10",1/1,
Lucknow,Satisfactory,84,"PM , PM , O
2.5 10 3",5/6,Uttar Pradesh
