City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Surat,Moderate,175,"PM
2.5",1/1,Gujarat
Brajrajnagar,Moderate,156,"O
3",1/1,Odisha
Coimbatore,Moderate,135,CO,1/2,Tamil Nadu
Visakhapatnam,Moderate,132,"PM
10",1/1,Andhra Pradesh
Rupnagar,Moderate,116,"PM
10",1/1,Punjab
Gummidipoondi,Moderate,111,"PM
10",1/1,Tamil Nadu
Imphal,Moderate,111,"SO
2",1/2,Manipur
Jaisalmer,Moderate,108,"PM
10",1/1,Rajasthan
Korba,Moderate,106,"PM , PM
10 2.5",2/2,Chhattisgarh
Byrnihat,Moderate,105,"PM
2.5",1/1,Meghalaya
Vapi,Satisfactory,99,"PM
10",1/1,Gujarat
Bareilly,Satisfactory,95,"SO
2",1/2,Uttar Pradesh
Araria,Satisfactory,90,"PM
2.5",1/1,Bihar
Rajsamand,Satisfactory,87,"O
3",1/1,Rajasthan
Dhanbad,Satisfactory,86,"NO
2",1/2,Jharkhand
Rajgir,Satisfactory,85,CO,1/1,Bihar
Singrauli,Satisfactory,85,"PM
2.5",1/1,Madhya Pradesh
Jhalawar,Satisfactory,84,"NO
2",1/1,Rajasthan
Chandrapur,Satisfactory,80,"CO, O
3",2/2,Maharashtra
Eloor,Satisfactory,79,CO,1/1,Kerala
Ahmedabad,Satisfactory,79,"PM , PM , O
10 2.5 3",8/9,Gujarat
Bikaner,Satisfactory,78,"PM
10",1/1,Rajasthan
Patna,Satisfactory,78,"PM , CO
10",4/6,Bihar
Karauli,Satisfactory,78,CO,1/1,Rajasthan
Byasanagar,Satisfactory,76,CO,1/1,Odisha
Ankleshwar,Satisfactory,76,"SO
2",1/1,Gujarat
Katni,Satisfactory,76,"PM
10",1/1,Madhya Pradesh
Ludhiana,Satisfactory,76,"PM
10",1/1,Punjab
Ariyalur,Satisfactory,76,"PM
2.5",1/1,Tamil Nadu
Chennai,Satisfactory,75,"PM , CO
10",8/9,Tamil Nadu
Kishanganj,Satisfactory,72,CO,1/1,Bihar
Tirupati,Satisfactory,72,"PM
2.5",1/1,Andhra Pradesh
Alwar,Satisfactory,70,CO,1/1,Rajasthan
Gandhinagar,Satisfactory,70,"PM
10",3/3,Gujarat
Jaipur,Satisfactory,69,"NO , CO, O
2 3",6/6,Rajasthan
Vijayawada,Satisfactory,69,"PM
2.5",3/4,Andhra Pradesh
Hajipur,Satisfactory,69,"PM
2.5",1/1,Bihar
Rajamahendravaram,Satisfactory,67,"PM
10",1/1,Andhra Pradesh
Sagar,Satisfactory,67,"PM , CO
10",2/2,Madhya Pradesh
Barmer,Satisfactory,66,"PM
10",1/1,Rajasthan
Kota,Satisfactory,66,"PM
10",2/3,Rajasthan
Thoothukudi,Satisfactory,66,"PM
10",1/1,Tamil Nadu
Boisar,Satisfactory,66,"O
3",1/1,Maharashtra
Kohima,Satisfactory,65,"SO
2",1/1,Nagaland
Hosur,Satisfactory,63,"PM
10",1/1,Tamil Nadu
Hyderabad,Satisfactory,63,"PM
10",11/14,Telangana
Belapur,Satisfactory,62,"NO
2",1/1,Maharashtra
Bhubaneswar,Satisfactory,62,CO,2/2,Odisha
Nagaon,Satisfactory,62,"PM
2.5",1/1,Assam
Mandideep,Satisfactory,61,"PM
10",1/1,Madhya Pradesh
Khurja,Satisfactory,61,"PM
10",1/1,Uttar Pradesh
Vatva,Satisfactory,60,"PM
10",1/1,Gujarat
Lucknow,Satisfactory,60,"SO , CO, O
2 3",6/6,Uttar Pradesh
Anantapur,Satisfactory,59,"PM
2.5",1/1,Andhra Pradesh
Kannur,Satisfactory,58,"PM
10",1/1,Kerala
Rourkela,Satisfactory,57,"PM , PM
10 2.5",2/3,Odisha
Chittoor,Satisfactory,57,"PM
2.5",1/1,Andhra Pradesh
Ratlam,Satisfactory,56,"PM
10",1/1,Madhya Pradesh
Greater Noida,Satisfactory,56,"PM
10",2/2,Uttar Pradesh
Ulhasnagar,Satisfactory,56,"PM
10",1/1,Maharashtra
Kadapa,Satisfactory,56,"PM
2.5",1/1,Andhra Pradesh
Banswara,Satisfactory,56,"PM
10",1/1,Rajasthan
Hassan,Satisfactory,55,"PM
10",1/1,Karnataka
Bengaluru,Satisfactory,55,"PM
10",11/14,Karnataka
Ajmer,Satisfactory,55,"O
3",1/1,Rajasthan
Angul,Satisfactory,55,"PM
10",1/1,Odisha
Mahad,Satisfactory,54,"PM
2.5",1/1,Maharashtra
