City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Brajrajnagar,Very Poor,310,"O
3",1/1,Odisha
Jaisalmer,Very Poor,303,"PM
10",1/1,Rajasthan
Barmer,Poor,269,"PM
10",1/1,Rajasthan
Hajipur,Moderate,192,"PM
2.5",1/1,Bihar
Pali,Moderate,191,"PM
10",1/1,Rajasthan
Samastipur,Moderate,190,"PM
10",1/1,Bihar
Jalna,Moderate,186,"PM
2.5",1/1,Maharashtra
Jalore,Moderate,172,"PM
10",1/1,Rajasthan
Baddi,Moderate,171,"O
3",1/1,Himachal Pradesh
Sri Ganganagar,Moderate,162,"PM
10",1/1,Rajasthan
Meerut,Moderate,162,"PM , O
10 3",3/3,Uttar Pradesh
Motihari,Moderate,161,"PM
10",1/1,Bihar
Patna,Moderate,156,"PM , PM
10 2.5",6/6,Bihar
Noida,Moderate,145,"PM , O
10 3",4/4,Uttar Pradesh
Udaipur,Moderate,144,"PM
10",1/1,Rajasthan
Gurugram,Moderate,144,"PM
10",1/4,Haryana
Delhi,Moderate,143,"PM , PM , O
10 2.5 3",37/39,Delhi
Jodhpur,Moderate,139,"PM
10",5/5,Rajasthan
Nagaur,Moderate,133,"PM
10",1/1,Rajasthan
Sasaram,Moderate,132,"PM
2.5",1/1,Bihar
Sirohi,Moderate,132,"PM
10",1/1,Rajasthan
Byrnihat,Moderate,132,"PM
2.5",1/1,Meghalaya
Ghaziabad,Moderate,130,"PM , O
10 3",4/4,Uttar Pradesh
Muzaffarpur,Moderate,128,"PM
2.5",2/3,Bihar
Baghpat,Moderate,126,"PM
10",1/2,Uttar Pradesh
Nayagarh,Moderate,122,"PM
10",1/1,Odisha
Bhiwadi,Moderate,120,"PM , PM
10 2.5",2/2,Rajasthan
Suakati,Moderate,120,"PM
10",1/1,Odisha
Talcher,Moderate,120,"PM
10",1/1,Odisha
Dhanbad,Moderate,119,"NO
2",1/2,Jharkhand
Bathinda,Moderate,118,"PM
10",1/1,Punjab
Visakhapatnam,Moderate,116,"PM
10",1/1,Andhra Pradesh
Gorakhpur,Moderate,115,"PM
10",1/1,Uttar Pradesh
Chhapra,Moderate,115,"NO
2",1/1,Bihar
Lucknow,Moderate,114,"PM
10",6/6,Uttar Pradesh
Howrah,Moderate,113,"PM , O
10 3",5/5,West Bengal
Bundi,Moderate,113,"PM
10",1/1,Rajasthan
Angul,Moderate,112,"PM
10",1/1,Odisha
Bettiah,Moderate,112,"PM
10",1/1,Bihar
Milupara,Moderate,111,"PM
10",1/1,Chhattisgarh
Durgapur,Moderate,110,"PM
10",2/3,West Bengal
Cuttack,Moderate,110,"PM
10",1/1,Odisha
Chandigarh,Moderate,109,"PM , O
10 3",3/3,Chandigarh
Greater Noida,Moderate,109,"PM
10",2/2,Uttar Pradesh
Katni,Moderate,107,"PM
10",1/1,Madhya Pradesh
Nanded,Moderate,106,"PM
10",1/1,Maharashtra
Balasore,Moderate,106,"PM
10",1/1,Odisha
Kalyan,Moderate,106,"PM
10",1/2,Maharashtra
Bulandshahr,Moderate,105,"PM
10",1/1,Uttar Pradesh
Vapi,Moderate,105,"PM
10",1/1,Gujarat
Rourkela,Moderate,105,"PM
10",1/3,Odisha
Baripada,Moderate,104,"PM
10",1/1,Odisha
Rairangpur,Moderate,102,"PM
2.5",1/1,Odisha
Ahmedabad,Moderate,102,"PM , PM
10 2.5",9/9,Gujarat
Byasanagar,Moderate,102,"PM
10",1/1,Odisha
Kota,Moderate,102,"PM
10",3/3,Rajasthan
Bileipada,Moderate,101,"PM
10",1/1,Odisha
Barbil,Moderate,101,"PM
10",1/1,Odisha
Khurja,Satisfactory,100,"PM
10",1/1,Uttar Pradesh
Muzaffarnagar,Satisfactory,100,"PM
10",1/1,Uttar Pradesh
Prayagraj,Satisfactory,99,"PM
10",3/3,Uttar Pradesh
Hanumangarh,Satisfactory,98,"PM
10",1/1,Rajasthan
Haldia,Satisfactory,97,"PM
10",1/1,West Bengal
Bhiwandi,Satisfactory,97,"PM
10",1/1,Maharashtra
Dungarpur,Satisfactory,95,"PM
10",1/1,Rajasthan
Hapur,Satisfactory,92,"PM
10",1/1,Uttar Pradesh
Manguraha,Satisfactory,92,"PM
10",1/1,Bihar
Pithampur,Satisfactory,91,"PM
10",1/1,Madhya Pradesh
Bharatpur,Satisfactory,90,"O
3",1/1,Rajasthan
Ludhiana,Satisfactory,90,"PM
10",1/1,Punjab
Kohima,Satisfactory,90,"PM
2.5",1/1,Nagaland
Asansol,Satisfactory,90,"PM , PM
10 2.5",3/4,West Bengal
Tumidih,Satisfactory,89,"PM
10",1/1,Chhattisgarh
Gaya,Satisfactory,89,"PM , PM
10 2.5",3/3,Bihar
