City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Ballabgarh,Very Poor,315,"PM
2.5",1/1,Haryana
Cuttack,Poor,287,"O
3",1/1,Odisha
Charkhi Dadri,Poor,287,"PM
2.5",1/1,Haryana
Dharuhera,Poor,272,"PM
2.5",1/1,Haryana
Gurugram,Poor,267,"PM
2.5",3/4,Haryana
Bhiwadi,Poor,266,"PM , PM
10 2.5",2/2,Rajasthan
Ghaziabad,Poor,250,"PM
2.5",4/4,Uttar Pradesh
Baghpat,Poor,248,"PM
2.5",1/2,Uttar Pradesh
Manesar,Poor,246,"PM
2.5",1/1,Haryana
Greater Noida,Poor,238,"PM
10",2/2,Uttar Pradesh
Delhi,Poor,228,"O , PM
3 10",39/40,Delhi
Hapur,Poor,227,"PM
2.5",1/1,Uttar Pradesh
Noida,Poor,221,"PM
2.5",3/4,Uttar Pradesh
Singrauli,Poor,220,"PM
2.5",1/1,Madhya Pradesh
Panipat,Poor,204,"PM
2.5",1/1,Haryana
Faridabad,Moderate,197,"PM , PM
10 2.5",3/4,Haryana
Byasanagar,Moderate,193,"O
3",1/1,Odisha
Kota,Moderate,188,"PM
2.5",3/3,Rajasthan
Sawai Madhopur,Moderate,184,"O
3",1/1,Rajasthan
Pithampur,Moderate,183,"PM
10",1/1,Madhya Pradesh
Yamuna Nagar,Moderate,181,"PM
2.5",1/1,Haryana
Sri Ganganagar,Moderate,176,"O
3",1/1,Rajasthan
Kurukshetra,Moderate,175,"PM
2.5",1/1,Haryana
Vatva,Moderate,175,"PM
2.5",1/1,Gujarat
Barbil,Moderate,171,"PM
10",1/1,Odisha
Nandesari,Moderate,167,"PM
2.5",1/1,Gujarat
Chittorgarh,Moderate,166,"PM
2.5",1/1,Rajasthan
Dehradun,Moderate,166,"PM
2.5",1/1,Uttarakhand
Sirsa,Moderate,165,"PM
10",1/1,Haryana
Bileipada,Moderate,159,"PM
10",1/1,Odisha
Bundi,Moderate,158,"PM
2.5",1/1,Rajasthan
Nayagarh,Moderate,156,"PM
10",1/1,Odisha
Bikaner,Moderate,156,"O
3",1/1,Rajasthan
Karnal,Moderate,155,"PM
2.5",1/1,Haryana
Muzaffarnagar,Moderate,154,"PM
2.5",1/1,Uttar Pradesh
Baddi,Moderate,153,"O
3",1/1,Himachal Pradesh
Nagpur,Moderate,152,"PM
2.5",4/4,Maharashtra
Hajipur,Moderate,151,"PM
2.5",1/1,Bihar
Tonk,Moderate,148,"PM
2.5",1/1,Rajasthan
Howrah,Moderate,147,"O , PM
3 2.5",5/5,West Bengal
