City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Sasaram,Very Poor,311,"PM
2.5",1/1,Bihar
Aurangabad (Bihar),Poor,267,"PM
2.5",1/1,
Ambala,Moderate,193,"PM
10",1/1,Haryana
Leh,Moderate,188,"O
3",1/1,
Gummidipoondi,Moderate,171,"PM
2.5",1/1,
Samastipur,Moderate,168,"PM
2.5",1/1,
Ludhiana,Moderate,158,"PM
2.5",1/1,
Begusarai,Moderate,152,"PM
10",1/1,
Mandi gobindgarh,Moderate,148,"PM
10",1/1,
Jorapokhar,Moderate,137,"PM
10",1/1,
Sikar,Moderate,133,"PM
10",1/1,
Greater noida,Moderate,132,"PM
10",2/2,Uttar Pradesh
Tonk,Moderate,129,"PM
10",1/1,Rajasthan
Bhiwani,Moderate,126,"PM
10",1/1,Haryana
Gaya,Moderate,123,"PM
10",2/3,Bihar
Siliguri,Moderate,122,NO2,1/1,
Khairthal,Moderate,121,"PM
10",1/1,Rajasthan
Pali,Moderate,119,"PM
10",1/1,
Baraut,Moderate,118,"PM
2.5",1/1,Uttar Pradesh
Pithampur,Moderate,117,"PM
10",1/1,Madhya Pradesh
Baddi,Moderate,116,"PM
10",1/1,Himachal Pradesh
Faridabad,Moderate,115,"PM , PM
2.5 10",2/4,Haryana
Narnaul,Moderate,115,"PM
10",1/1,
Chhapra,Moderate,114,"PM
10",1/1,
Bhiwadi,Moderate,113,"PM
10",1/2,Rajasthan
Byrnihat (Assam),Moderate,113,"PM
2.5",1/1,
Sri ganganagar,Moderate,112,"PM
10",1/1,Rajasthan
Bulandshahr,Moderate,112,"PM
10",1/1,
Alwar,Moderate,110,"PM
10",2/2,Rajasthan
Palwal,Moderate,110,"PM
10",1/1,
Vatva,Moderate,106,"PM
10",1/1,
Siwan,Moderate,105,"PM
10",1/1,Bihar
Gandhinagar,Moderate,103,"PM
10",3/3,
Gadag,Moderate,102,"PM
10",1/1,Karnataka
Charkhi dadri,Moderate,101,"PM
2.5",1/1,
Manesar,Satisfactory,98,"PM
2.5",1/1,Haryana
Panipat,Satisfactory,98,"PM
10",1/1,Haryana
Nagaur,Satisfactory,97,"PM
10",1/1,
Ahmedabad,Satisfactory,97,"O , PM
3 10",8/9,Gujarat
Agra,Satisfactory,96,"PM , PM , SO2
2.5 10",6/6,Uttar Pradesh
Kannur,Satisfactory,93,"PM
2.5",1/1,Kerala
Bhagalpur,Satisfactory,92,"PM
2.5",1/2,
Jalandhar,Satisfactory,92,CO,1/1,
Jhunjhunu,Satisfactory,91,CO,1/1,Rajasthan
Howrah,Satisfactory,91,"PM
10",5/5,
Jaipur,Satisfactory,90,"PM
10",6/6,
Talcher,Satisfactory,90,"PM
10",1/1,
Chittorgarh,Satisfactory,90,"PM
10",1/1,Rajasthan
Manguraha,Satisfactory,90,"PM
10",1/1,Bihar
Bhilwara,Satisfactory,89,"PM
10",1/1,Rajasthan
Dausa,Satisfactory,89,"PM
10",1/1,Rajasthan
Varanasi,Satisfactory,89,"PM
10",4/4,Uttar Pradesh
Ajmer,Satisfactory,88,"PM
10",1/1,Rajasthan
Noida,Satisfactory,88,"PM
10",4/4,
Churu,Satisfactory,88,"PM
10",1/1,Rajasthan
Dehradun,Satisfactory,88,"PM
10",1/1,Uttarakhand
Sawai madhopur,Satisfactory,88,"PM
10",1/1,
Sirsa,Satisfactory,87,"PM
10",1/1,Haryana
Udaipur,Satisfactory,87,"PM
10",1/1,
Mandideep,Satisfactory,86,"PM
10",1/1,
Bikaner,Satisfactory,86,"PM
10",1/1,Rajasthan
Patna,Satisfactory,86,"PM , PM
2.5 10",5/6,Bihar
Gorakhpur,Satisfactory,85,"PM
2.5",1/1,
Khora,Satisfactory,85,"PM
2.5",1/1,
Nalbari,Satisfactory,85,"PM
2.5",1/1,
Barbil,Satisfactory,84,"PM
2.5",1/1,Odisha
Durgapur,Satisfactory,84,"PM , NO2
10",3/3,
Hisar,Satisfactory,84,"PM
10",1/1,Haryana
Panchgaon,Satisfactory,84,CO,1/1,
Pratapgarh,Satisfactory,83,"PM
10",1/1,Uttar Pradesh
Modinagar,Satisfactory,81,"PM
10",1/1,Rajasthan
Delhi,Satisfactory,81,"PM
10",43/46,
Tirumala,Satisfactory,80,"PM
10",1/1,Andhra Pradesh
Munger,Satisfactory,80,"PM
2.5",1/1,Bihar
Cuttack,Satisfactory,80,"PM
10",1/1,Odisha
Jaisalmer,Satisfactory,80,"PM
10",1/1,
Tirupati,Satisfactory,80,"PM
10",1/1,Andhra Pradesh
Khurja,Satisfactory,79,"PM
10",1/1,
Mehsana,Satisfactory,78,"PM
10",1/1,Gujarat
Ambernath,Satisfactory,78,"PM
10",1/1,
Baripada,Satisfactory,77,"O
3",1/1,Odisha
Rajamahendravaram,Satisfactory,77,"O
3",1/1,Andhra Pradesh
Jodhpur,Satisfactory,77,"PM
10",5/5,
Hajipur,Satisfactory,76,"PM
2.5",1/1,Bihar
Kolkata,Satisfactory,75,"PM
10",7/7,West Bengal
Jalore,Satisfactory,75,"PM
10",1/1,
Dharuhera,Satisfactory,75,"PM
2.5",1/1,
Vadodara,Satisfactory,75,CO,1/1,
Chittoor,Satisfactory,74,"PM
2.5",1/1,Andhra Pradesh
Jind,Satisfactory,73,"PM
2.5",1/1,
Khanna,Satisfactory,73,CO,1/1,
Barrackpore,Satisfactory,73,"PM
10",1/1,
Rajsamand,Satisfactory,72,"PM
10",1/1,
Yamuna nagar,Satisfactory,72,"PM
2.5",1/1,
Banswara,Satisfactory,72,"PM
10",1/1,Rajasthan
Ghaziabad,Satisfactory,72,"PM , CO
10",6/7,
Bhopal,Satisfactory,71,"PM
10",3/3,Madhya Pradesh
Dharwad,Satisfactory,70,"PM
10",1/1,
Srikakulam,Satisfactory,70,CO,1/1,Andhra Pradesh
Satna,Satisfactory,70,"PM
10",1/1,Madhya Pradesh
Satara,Satisfactory,70,"PM
10",1/1,Maharashtra
Kohima,Satisfactory,69,SO2,1/1,
Sonipat,Satisfactory,69,"PM
10",1/1,Haryana
Mathura,Satisfactory,69,"PM
10",1/1,Uttar Pradesh
Meerut,Satisfactory,68,"PM
10",4/4,Uttar Pradesh
Sirohi,Satisfactory,68,"PM
10",1/1,Rajasthan
Araria,Satisfactory,67,"PM
10",1/1,
Gurugram,Satisfactory,67,"PM
10",3/4,Haryana
Hanumangarh,Satisfactory,67,"PM
10",1/1,Rajasthan
Amritsar,Satisfactory,67,"PM
10",1/1,
Fatehpur sikri,Satisfactory,66,"PM
10",1/1,
Anantapur,Satisfactory,66,"PM
10",1/1,
Bengaluru,Satisfactory,65,"PM , NO2
10",9/14,
Bundi,Satisfactory,65,"PM
10",1/1,
Shamli,Satisfactory,65,"PM
10",1/1,
Dewas,Satisfactory,65,"PM
10",1/1,
Byasanagar,Satisfactory,65,"PM
2.5",1/1,
Baghpat,Satisfactory,65,"PM
10",1/1,Uttar Pradesh
Thoothukudi,Satisfactory,65,"PM
10",1/1,
Vijayawada,Satisfactory,64,"PM
10",3/4,Andhra Pradesh
Karwar,Satisfactory,64,NO2,1/1,Karnataka
Kota,Satisfactory,64,"PM
10",3/3,Rajasthan
Balasore,Satisfactory,64,"PM
10",1/1,Odisha
Haldia,Satisfactory,64,"PM
10",1/1,West Bengal
Jabalpur,Satisfactory,64,"NO2, SO2, PM
10",4/4,Madhya Pradesh
Jhansi,Satisfactory,64,"PM
10",1/1,Uttar Pradesh
Chhal,Satisfactory,64,"PM
2.5",1/1,
Katihar,Satisfactory,64,CO,1/1,Bihar
Eloor,Satisfactory,64,"PM
10",1/1,
Gajraula,Satisfactory,63,"PM
10",1/1,
Fatehabad,Satisfactory,63,SO2,1/1,
Muzaffarpur,Satisfactory,63,"PM , O
2.5 3",2/3,
Chennai,Satisfactory,63,"PM
10",7/9,
Kaithal,Satisfactory,62,"PM
10",1/1,
Barmer,Satisfactory,62,"PM
10",1/1,
Kurukshetra,Satisfactory,61,"PM
10",1/1,Haryana
Prayagraj,Satisfactory,61,"SO2, PM
10",3/3,
Pune,Satisfactory,61,"CO, PM
10",7/9,
