City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Greater Noida,Poor,260,"PM
10",2/2,Uttar Pradesh
Singrauli,Poor,258,"PM
10",1/1,Madhya Pradesh
Ballabgarh,Poor,246,"PM
10",1/1,Haryana
Faridabad,Poor,234,"PM
2.5",2/4,Haryana
Ghaziabad,Poor,220,"PM , PM
10 2.5",4/4,Uttar Pradesh
Hajipur,Poor,215,"PM
2.5",1/1,Bihar
Samastipur,Poor,212,"PM
2.5",1/1,Bihar
Gurugram,Poor,211,"PM , PM
10 2.5",3/4,Haryana
Bhiwadi,Poor,206,"PM , PM
10 2.5",2/2,Rajasthan
Manesar,Moderate,199,"PM
2.5",1/1,Haryana
Ramanagara,Moderate,198,"PM
2.5",1/1,Karnataka
Delhi,Moderate,185,"PM , PM
10 2.5",45/47,Delhi
Rupnagar,Moderate,185,"PM
2.5",1/1,Punjab
Bileipada,Moderate,185,"PM
2.5",1/1,Odisha
Bulandshahr,Moderate,184,"O
3",1/1,Uttar Pradesh
Noida,Moderate,184,"PM , PM
10 2.5",4/4,Uttar Pradesh
Sawai Madhopur,Moderate,182,"O
3",1/1,Rajasthan
Charkhi Dadri,Moderate,176,"PM
2.5",1/1,Haryana
Angul,Moderate,175,"O
3",1/1,Odisha
Palwal,Moderate,168,CO,1/1,Haryana
Bikaner,Moderate,167,"PM
10",1/1,Rajasthan
Tonk,Moderate,163,"PM
10",1/1,Rajasthan
Barbil,Moderate,158,"O
3",1/1,Odisha
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Rohtak,Moderate,157,"PM
2.5",1/1,Haryana
Vatva,Moderate,157,"PM
10",1/1,Gujarat
Gwalior,Moderate,156,"O , PM
3 10",3/4,Madhya Pradesh
Hapur,Moderate,156,"PM
2.5",1/1,Uttar Pradesh
Patna,Moderate,155,"O , PM
3 10",5/6,Bihar
Mandideep,Moderate,155,"PM
2.5",1/1,Madhya Pradesh
Araria,Moderate,153,"PM
2.5",1/1,Bihar
Churu,Moderate,152,"PM
10",1/1,Rajasthan
Baddi,Moderate,149,"PM
10",1/1,Himachal Pradesh
Mandi Gobindgarh,Moderate,147,"PM
2.5",1/1,Punjab
Nayagarh,Moderate,144,"PM
10",1/1,Odisha
Gummidipoondi,Moderate,144,"PM
2.5",1/1,Tamil Nadu
Dharuhera,Moderate,143,"PM
2.5",1/1,Haryana
Chhal,Moderate,143,"O
3",1/1,Chhattisgarh
Kota,Moderate,143,"O , PM
3 10",3/3,Rajasthan
Nandesari,Moderate,140,"PM
2.5",1/1,Gujarat
Bharatpur,Moderate,137,"O
3",1/1,Rajasthan
Baghpat,Moderate,136,"PM
10",1/2,Uttar Pradesh
Belapur,Moderate,136,"PM
2.5",1/1,Maharashtra
Chandrapur,Moderate,135,"O , PM
3 10",2/2,Maharashtra
Jhunjhunu,Moderate,133,"PM
10",1/1,Rajasthan
Meerut,Moderate,132,"PM
10",3/3,Uttar Pradesh
Khurja,Moderate,131,"PM
10",1/1,Uttar Pradesh
Agra,Moderate,130,"PM , PM
10 2.5",6/6,Uttar Pradesh
Saharsa,Moderate,128,"PM
10",1/1,Bihar
Pithampur,Moderate,127,"PM
10",1/1,Madhya Pradesh
Malegaon,Moderate,127,"PM
10",1/1,Maharashtra
Bundi,Moderate,127,"O
3",1/1,Rajasthan
Baran,Moderate,126,"O
3",1/1,Rajasthan
Muzaffarpur,Moderate,125,"PM
2.5",3/3,Bihar
Yamuna Nagar,Moderate,124,"PM
2.5",1/1,Haryana
Nagaur,Moderate,123,"PM
10",1/1,Rajasthan
Dhanbad,Moderate,123,"PM
10",1/2,Jharkhand
Sirsa,Moderate,122,"PM
10",1/1,Haryana
Milupara,Moderate,121,"O
3",1/1,Chhattisgarh
Jorapokhar,Moderate,121,"PM
10",1/1,Jharkhand
Suakati,Moderate,118,"PM
10",1/1,Odisha
Sangli,Moderate,116,"PM
2.5",1/1,Maharashtra
Mahad,Moderate,115,"PM
10",1/1,Maharashtra
Lucknow,Moderate,115,"PM , PM
10 2.5",5/6,Uttar Pradesh
Bengaluru,Moderate,115,"PM
10",9/14,Karnataka
Hisar,Moderate,115,"O
3",1/1,Haryana
Muzaffarnagar,Moderate,115,"PM
10",1/1,Uttar Pradesh
Gaya,Moderate,114,"PM
10",2/3,Bihar
Jaipur,Moderate,114,"O , PM , NO
3 10 2",6/6,Rajasthan
Katihar,Moderate,114,"PM
10",1/1,Bihar
Kunjemura,Moderate,114,"PM
10",1/1,Chhattisgarh
Jhalawar,Moderate,113,"PM
10",1/1,Rajasthan
Gandhinagar,Moderate,111,"PM
10",3/3,Gujarat
Pali,Moderate,111,"PM
10",1/1,Rajasthan
Brajrajnagar,Moderate,110,"PM
10",1/1,Odisha
Tumidih,Moderate,110,"PM
2.5",1/1,Chhattisgarh
Solapur,Moderate,110,"PM , PM
10 2.5",2/3,Maharashtra
Nagpur,Moderate,109,"PM , PM
10 2.5",4/4,Maharashtra
Katni,Moderate,109,"O
3",1/1,Madhya Pradesh
Sri Ganganagar,Moderate,108,"PM
10",1/1,Rajasthan
Vrindavan,Moderate,108,"PM
10",1/1,Uttar Pradesh
Bhopal,Moderate,108,"O , PM
3 10",3/3,Madhya Pradesh
Pune,Moderate,108,"PM
10",10/13,Maharashtra
Chittorgarh,Moderate,108,"PM
10",1/1,Rajasthan
Ahmedabad,Moderate,107,"PM
10",8/9,Gujarat
Pimpri-Chinchwad,Moderate,107,"PM
10",3/4,Maharashtra
Kurukshetra,Moderate,106,"PM
10",1/1,Haryana
Nashik,Moderate,106,"PM , PM
10 2.5",4/4,Maharashtra
Visakhapatnam,Moderate,105,"PM
10",1/1,Andhra Pradesh
Rourkela,Moderate,105,"PM , PM
10 2.5",3/3,Odisha
Byrnihat,Moderate,105,"PM
2.5",1/1,Meghalaya
Ludhiana,Moderate,105,"PM
10",1/1,Punjab
Hanumangarh,Moderate,104,"PM
10",1/1,Rajasthan
Sagar,Moderate,103,"O , PM
3 10",2/2,Madhya Pradesh
Sikar,Moderate,103,"PM
10",1/1,Rajasthan
Dausa,Moderate,103,"O
3",1/1,Rajasthan
Aurangabad (Bihar),Moderate,102,CO,1/1,Bihar
Latur,Satisfactory,100,"PM
10",1/1,Maharashtra
Akola,Satisfactory,100,"PM
10",1/1,Maharashtra
Alwar,Satisfactory,99,"PM
10",1/1,Rajasthan
Mandikhera,Satisfactory,98,"PM
10",1/1,Haryana
Asansol,Satisfactory,98,"PM , PM
10 2.5",4/4,West Bengal
Amritsar,Satisfactory,98,"PM
10",1/1,Punjab
Nanded,Satisfactory,97,"PM
10",1/1,Maharashtra
Narnaul,Satisfactory,97,"PM
2.5",1/1,Haryana
Bhavnagar,Satisfactory,97,"PM
10",1/1,Gujarat
Bhilwara,Satisfactory,96,"PM
10",1/1,Rajasthan
Ahmednagar,Satisfactory,96,"PM
10",1/1,Maharashtra
Vadodara,Satisfactory,95,"PM
10",1/1,Gujarat
Jalgaon,Satisfactory,95,"PM
10",1/1,Maharashtra
Bhiwandi,Satisfactory,95,"PM
10",1/1,Maharashtra
Keonjhar,Satisfactory,95,"PM
10",1/1,Odisha
Panchgaon,Satisfactory,93,"O
3",1/1,Haryana
Dholpur,Satisfactory,92,"PM
10",1/1,Rajasthan
Mehsana,Satisfactory,92,"PM
10",1/1,Gujarat
Amravati,Satisfactory,92,"PM
10",2/2,Maharashtra
Firozabad,Satisfactory,92,"PM
10",2/2,Uttar Pradesh
Raipur,Satisfactory,92,"PM
10",4/4,Chhattisgarh
Karauli,Satisfactory,91,"PM
10",1/1,Rajasthan
Moradabad,Satisfactory,91,"CO, SO , PM
2 10",6/7,Uttar Pradesh
Ulhasnagar,Satisfactory,91,"PM
10",2/2,Maharashtra
Rajkot,Satisfactory,90,CO,1/1,Gujarat
Talcher,Satisfactory,90,"PM
2.5",1/1,Odisha
Kalyan,Satisfactory,90,"PM , PM
10 2.5",2/2,Maharashtra
Varanasi,Satisfactory,90,"PM
10",4/4,Uttar Pradesh
Durgapur,Satisfactory,90,"PM
10",2/3,West Bengal
Bhagalpur,Satisfactory,90,"CO, PM
10",2/2,Bihar
Kanpur,Satisfactory,89,"PM , PM
10 2.5",3/4,Uttar Pradesh
Tensa,Satisfactory,89,"PM
10",1/1,Odisha
