City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Sri ganganagar,Moderate,138,"PM
10",1/1,Rajasthan
Sikar,Moderate,128,"PM
10",1/1,
Fatehabad,Moderate,126,"PM
2.5",1/1,
Pali,Moderate,121,"PM
10",1/1,Rajasthan
Bhagalpur,Moderate,116,"PM , PM
10 2.5",2/2,Bihar
Panipat,Moderate,115,"PM
10",1/1,
Greater noida,Moderate,114,"PM , CO
10",2/2,Uttar Pradesh
Gurugram,Moderate,114,"PM , PM
2.5 10",3/4,Haryana
Pithampur,Moderate,113,"PM
10",1/1,
Palwal,Moderate,111,CO,1/1,Haryana
Vatva,Moderate,108,"PM
2.5",1/1,
Tonk,Moderate,107,"PM
10",1/1,Rajasthan
Visakhapatnam,Moderate,107,"PM
10",1/1,Andhra Pradesh
Dausa,Moderate,106,"PM
10",1/1,Rajasthan
Kolkata,Moderate,106,"PM , PM
2.5 10",5/7,West Bengal
Narnaul,Moderate,106,"PM
10",1/1,
Faridabad,Moderate,105,"PM
10",3/4,
Gummidipoondi,Moderate,104,"PM
2.5",1/1,
Baddi,Moderate,104,CO,1/1,
Alwar,Moderate,103,"PM
10",1/2,Rajasthan
Amritsar,Moderate,101,"PM
10",1/1,Punjab
Gaya,Satisfactory,100,"PM , PM
2.5 10",3/3,
Bhiwadi,Satisfactory,97,"PM
10",2/2,Rajasthan
Churu,Satisfactory,96,"PM
10",1/1,Rajasthan
Bhilwara,Satisfactory,94,"PM
10",1/1,Rajasthan
Sirsa,Satisfactory,91,"PM
10",1/1,
Gandhinagar,Satisfactory,91,"PM
10",2/3,Gujarat
Siwan,Satisfactory,88,CO,1/1,
Jhunjhunu,Satisfactory,87,"PM
10",1/1,
Jaipur,Satisfactory,87,"PM
10",6/6,
Nayagarh,Satisfactory,87,"PM
10",1/1,
Mandideep,Satisfactory,86,"PM
10",1/1,Madhya Pradesh
Bikaner,Satisfactory,86,"PM
10",1/1,
Nalbari,Satisfactory,85,"PM
2.5",1/1,
Jalandhar,Satisfactory,85,"PM
2.5",1/1,
Jalna,Satisfactory,85,"PM
10",1/1,Maharashtra
Byrnihat (Assam),Satisfactory,85,"PM
2.5",1/1,
Udaipur,Satisfactory,85,"PM
10",1/1,Rajasthan
Ambala,Satisfactory,84,"PM
10",1/1,Haryana
Byasanagar,Satisfactory,83,"PM
10",1/1,
Mandi gobindgarh,Satisfactory,83,"PM
10",1/1,
Ahmedabad,Satisfactory,83,"PM
10",8/9,Gujarat
Sawai madhopur,Satisfactory,82,"PM
10",1/1,Rajasthan
Nagaur,Satisfactory,82,"PM
10",1/1,
Jind,Satisfactory,81,"PM
2.5",1/1,
Jorapokhar,Satisfactory,81,"PM
10",1/1,Jharkhand
Ajmer,Satisfactory,81,"PM
10",1/1,Rajasthan
Hanumangarh,Satisfactory,80,"PM
10",1/1,Rajasthan
Haldia,Satisfactory,80,"PM
10",1/1,West Bengal
Raebareli,Satisfactory,79,"PM , CO
10",2/2,Uttar Pradesh
Khanna,Satisfactory,79,"PM
10",1/1,Punjab
Chittorgarh,Satisfactory,77,"PM
10",1/1,Rajasthan
Vadodara,Satisfactory,77,CO,1/1,
Manguraha,Satisfactory,77,"PM
10",1/1,
Howrah,Satisfactory,76,"PM , PM
10 2.5",5/5,West Bengal
Hisar,Satisfactory,76,"PM
10",1/1,Haryana
Tirupati,Satisfactory,76,"PM
10",1/1,Andhra Pradesh
Gadag,Satisfactory,75,CO,1/1,
Khora,Satisfactory,75,"PM
2.5",1/1,
Jalore,Satisfactory,75,"PM
10",1/1,
Delhi,Satisfactory,74,"PM , CO
10",43/46,
Dungarpur,Satisfactory,74,"PM
10",1/1,
Banswara,Satisfactory,74,"PM
10",1/1,
Ballabgarh,Satisfactory,74,"PM
10",1/1,
Patna,Satisfactory,74,"PM , O
10 3",4/6,Bihar
Srikakulam,Satisfactory,73,CO,1/1,Andhra Pradesh
Manesar,Satisfactory,73,"PM
2.5",1/1,
Sasaram,Satisfactory,73,"PM
2.5",1/1,
Agra,Satisfactory,73,"PM , PM
2.5 10",6/6,Uttar Pradesh
Jaisalmer,Satisfactory,73,"PM
10",1/1,Rajasthan
Ambernath,Satisfactory,72,"PM
10",1/1,
Yamuna nagar,Satisfactory,72,"PM
2.5",1/1,Haryana
Chennai,Satisfactory,72,"PM
10",7/9,Tamil Nadu
Anantapur,Satisfactory,72,"PM
10",1/1,Andhra Pradesh
Malegaon,Satisfactory,71,"PM
10",1/1,Maharashtra
Satna,Satisfactory,70,"PM
10",1/1,
Pratapgarh,Satisfactory,70,"PM
10",1/1,
Sirohi,Satisfactory,70,"PM
10",1/1,Rajasthan
Katihar,Satisfactory,69,CO,1/1,Bihar
Begusarai,Satisfactory,69,CO,1/1,Bihar
Durgapur,Satisfactory,68,"PM , O , CO
10 3",3/3,West Bengal
Baripada,Satisfactory,68,"PM
10",1/1,Odisha
Rohtak,Satisfactory,68,"PM
10",1/1,Haryana
Rajamahendravaram,Satisfactory,68,"O
3",1/1,Andhra Pradesh
Noida,Satisfactory,68,"PM
10",3/4,Uttar Pradesh
Rajsamand,Satisfactory,68,"PM
10",1/1,Rajasthan
Bhopal,Satisfactory,67,"PM
10",3/3,
Dharwad,Satisfactory,67,"PM
10",1/1,
Khurja,Satisfactory,67,CO,1/1,Uttar Pradesh
Sonipat,Satisfactory,66,CO,1/1,Haryana
Panchgaon,Satisfactory,66,CO,1/1,
Kota,Satisfactory,66,"PM
10",3/3,Rajasthan
