City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Ghaziabad,Severe,430,"PM , PM
10 2.5",4/4,Uttar Pradesh
Baghpat,Severe,428,"PM
2.5",1/2,Uttar Pradesh
Noida,Severe,408,"PM
2.5",4/4,Uttar Pradesh
Delhi,Very Poor,391,"PM , PM
10 2.5",38/39,Delhi
Hapur,Very Poor,388,"PM
2.5",1/1,Uttar Pradesh
Greater Noida,Very Poor,380,"PM , PM
10 2.5",2/2,Uttar Pradesh
Bhiwadi,Very Poor,349,"PM
2.5",2/2,Rajasthan
Meerut,Very Poor,345,"PM , PM
10 2.5",3/3,Uttar Pradesh
Muzaffarnagar,Very Poor,336,"PM
2.5",1/1,Uttar Pradesh
Manesar,Very Poor,312,"PM
2.5",1/1,Haryana
Sonipat,Very Poor,310,"PM
2.5",1/1,Haryana
Mandideep,Very Poor,304,"PM
2.5",1/1,Madhya Pradesh
Gurugram,Very Poor,302,"PM
2.5",4/4,Haryana
Bulandshahr,Very Poor,302,"PM
2.5",1/1,Uttar Pradesh
Karnal,Very Poor,302,"PM
2.5",1/1,Haryana
Sri Ganganagar,Poor,290,"PM
10",1/1,Rajasthan
Ambala,Poor,287,"PM
2.5",1/1,Haryana
Bhopal,Poor,278,"PM , PM
10 2.5",2/3,Madhya Pradesh
Nandesari,Poor,277,"PM
2.5",1/1,Gujarat
Panipat,Poor,276,"PM
2.5",1/1,Haryana
Jind,Poor,275,"PM
2.5",1/1,Haryana
Rohtak,Poor,274,"PM
2.5",1/1,Haryana
Gwalior,Poor,269,"PM
2.5",3/4,Madhya Pradesh
Jabalpur,Poor,261,"O , PM
3 2.5",4/4,Madhya Pradesh
Baddi,Poor,260,"O
3",1/1,Himachal Pradesh
Churu,Poor,258,"PM
10",1/1,Rajasthan
Yamuna Nagar,Poor,258,"PM
2.5",1/1,Haryana
Faridabad,Poor,255,"PM
2.5",3/4,Haryana
Bharatpur,Poor,254,"PM
2.5",1/1,Rajasthan
