City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Charkhi Dadri,Very Poor,392,"PM
2.5",1/1,Haryana
Churu,Very Poor,336,"PM
10",1/1,Rajasthan
Bikaner,Very Poor,335,"PM
10",1/1,Rajasthan
Greater Noida,Very Poor,320,"PM
10",2/2,Uttar Pradesh
Singrauli,Very Poor,313,"PM
10",1/1,Madhya Pradesh
Ghaziabad,Very Poor,311,"PM
10",6/6,Uttar Pradesh
Sri Ganganagar,Very Poor,311,"O
3",1/1,Rajasthan
Meerut,Poor,299,"PM , PM
10 2.5",4/4,Uttar Pradesh
Panchgaon,Poor,274,"PM
2.5",1/1,Haryana
Hapur,Poor,262,"PM
10",1/1,Uttar Pradesh
Kaithal,Poor,257,"PM
2.5",1/1,Haryana
Panipat,Poor,256,"PM
10",1/1,Haryana
Delhi,Poor,254,"PM
10",44/47,Delhi
Noida,Poor,247,"PM
10",4/4,Uttar Pradesh
Dharuhera,Poor,244,"PM
2.5",1/1,Haryana
Manesar,Poor,242,"PM
2.5",1/1,Haryana
Baghpat,Poor,234,"PM
10",1/2,Uttar Pradesh
Ballabgarh,Poor,232,"PM
10",1/1,Haryana
Jind,Poor,232,"PM
2.5",1/1,Haryana
Bhiwani,Poor,218,"PM
2.5",1/1,Haryana
Jhunjhunu,Poor,216,"PM
10",1/1,Rajasthan
Narnaul,Poor,206,"PM
2.5",1/1,Haryana
Faridabad,Poor,203,"PM , PM
10 2.5",3/4,Haryana
Baran,Poor,201,"O
3",1/1,Rajasthan
Muzaffarnagar,Moderate,198,"PM
10",1/1,Uttar Pradesh
Mandi Gobindgarh,Moderate,196,"PM
2.5",1/1,Punjab
Bulandshahr,Moderate,190,"PM
10",1/1,Uttar Pradesh
Jaisalmer,Moderate,189,"PM
10",1/1,Rajasthan
Malegaon,Moderate,185,"O
3",1/1,Maharashtra
Alwar,Moderate,176,"O
3",1/1,Rajasthan
Ambala,Moderate,176,"PM
2.5",1/1,Haryana
Baddi,Moderate,175,"O
3",1/1,Himachal Pradesh
Gurugram,Moderate,174,"PM , PM
10 2.5",4/4,Haryana
Sikar,Moderate,173,"PM
10",1/1,Rajasthan
Bahadurgarh,Moderate,173,"PM
2.5",1/1,Haryana
Bhiwadi,Moderate,172,"PM
10",2/2,Rajasthan
Jaipur,Moderate,168,"PM , PM
10 2.5",6/6,Rajasthan
Hanumangarh,Moderate,162,"PM
10",1/1,Rajasthan
Barmer,Moderate,160,"PM
10",1/1,Rajasthan
Panchkula,Moderate,159,"PM
2.5",1/1,Haryana
Dausa,Moderate,158,"PM
10",1/1,Rajasthan
Nagaur,Moderate,157,"PM
10",1/1,Rajasthan
Kurukshetra,Moderate,156,"PM
10",1/1,Haryana
Angul,Moderate,155,"O
3",1/1,Odisha
Byrnihat (Assam),Moderate,155,"PM
2.5",1/1,Meghalaya
Byrnihat (Meghalaya),Moderate,152,"PM
10",1/1,Meghalaya
Gwalior,Moderate,150,"PM
10",3/4,Madhya Pradesh
Sirsa,Moderate,150,"PM
10",1/1,Haryana
Damoh,Moderate,144,"PM
10",1/1,Madhya Pradesh
Dholpur,Moderate,143,"PM
2.5",1/1,Rajasthan
Chandrapur,Moderate,138,"PM , PM
10 2.5",2/2,Maharashtra
Bhilwara,Moderate,137,"PM
10",1/1,Rajasthan
Pali,Moderate,136,"PM
10",1/1,Rajasthan
Kashipur,Moderate,135,"PM
2.5",1/1,Uttarakhand
Rishikesh,Moderate,134,"O
3",1/1,Uttarakhand
Tonk,Moderate,134,"PM
10",1/1,Rajasthan
Bihar Sharif,Moderate,134,"PM
2.5",1/1,Bihar
Sawai Madhopur,Moderate,133,"PM
10",1/1,Rajasthan
Rohtak,Moderate,133,"PM
2.5",1/1,Haryana
Pratapgarh,Moderate,132,"PM
10",1/1,Uttar Pradesh
Yamuna Nagar,Moderate,131,"PM
10",1/1,Haryana
Sonipat,Moderate,131,"PM
10",1/1,Haryana
Varanasi,Moderate,131,"PM , PM
10 2.5",4/4,Uttar Pradesh
Lucknow,Moderate,130,"PM , PM
10 2.5",6/6,Uttar Pradesh
Sagar,Moderate,128,"PM
10",1/2,Madhya Pradesh
Khurja,Moderate,128,"PM
10",1/1,Uttar Pradesh
Gaya,Moderate,128,"PM , PM
10 2.5",3/3,Bihar
Udaipur,Moderate,127,"PM
10",1/1,Rajasthan
Sasaram,Moderate,126,"PM
10",1/1,Bihar
Katni,Moderate,125,"PM
10",1/1,Madhya Pradesh
Fatehabad,Moderate,125,"PM
10",1/1,Haryana
Jodhpur,Moderate,124,"PM
10",5/5,Rajasthan
Kota,Moderate,124,"PM , PM
10 2.5",3/3,Rajasthan
Ajmer,Moderate,122,"PM
10",1/1,Rajasthan
Dehradun,Moderate,122,"PM
10",1/1,Uttarakhand
Agra,Moderate,121,"PM , PM
10 2.5",6/6,Uttar Pradesh
Patiala,Moderate,121,"PM
10",1/1,Punjab
Chhapra,Moderate,121,"PM
10",1/1,Bihar
Visakhapatnam,Moderate,120,"PM
10",1/1,Andhra Pradesh
Mandideep,Moderate,120,"PM
10",1/1,Madhya Pradesh
Bhopal,Moderate,120,"PM
10",3/3,Madhya Pradesh
Vatva,Moderate,119,"PM
2.5",1/1,Gujarat
Nayagarh,Moderate,118,"PM
10",1/1,Odisha
Kanpur,Moderate,118,"PM
2.5",3/4,Uttar Pradesh
Moradabad,Moderate,118,"PM
10",5/7,Uttar Pradesh
Bhubaneswar,Moderate,117,"CO, O
3",2/2,Odisha
Jorapokhar,Moderate,117,"PM
10",1/1,Jharkhand
Nagpur,Moderate,116,"PM
10",4/4,Maharashtra
Hajipur,Moderate,115,"PM
2.5",1/1,Bihar
Raipur,Moderate,115,"PM , PM
10 2.5",4/4,Chhattisgarh
Amaravati,Moderate,115,"PM
10",1/1,Andhra Pradesh
Amritsar,Moderate,114,"PM
10",1/1,Punjab
Bileipada,Moderate,113,"PM
10",1/1,Odisha
Vrindavan,Moderate,112,"PM
10",1/1,Uttar Pradesh
Chittorgarh,Moderate,111,"PM
10",1/1,Rajasthan
Jalore,Moderate,110,"PM
10",1/1,Rajasthan
Rajgir,Moderate,109,"PM
2.5",1/1,Bihar
Banswara,Moderate,108,"PM
10",1/1,Rajasthan
Chhal,Moderate,107,"PM
10",1/1,Chhattisgarh
Jhalawar,Moderate,107,"PM
10",1/1,Rajasthan
Tumidih,Moderate,106,"PM
10",1/1,Chhattisgarh
Firozabad,Moderate,106,"PM
10",2/2,Uttar Pradesh
Pithampur,Moderate,105,"PM
10",1/1,Madhya Pradesh
Sirohi,Moderate,105,"PM
10",1/1,Rajasthan
Puducherry,Moderate,105,"O
3",1/1,Puducherry
Khanna,Moderate,103,"PM
10",1/1,Punjab
Kishanganj,Moderate,101,"PM
2.5",1/1,Bihar
