City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Noida,Very Poor,397,"PM
2.5",4/4,Uttar Pradesh
Delhi,Very Poor,373,"PM
2.5",40/40,Delhi
Panchkula,Very Poor,346,"PM
2.5",1/1,Haryana
Baddi,Very Poor,345,"PM
2.5",1/1,Himachal Pradesh
Greater Noida,Very Poor,344,"PM
2.5",2/2,Uttar Pradesh
Ghaziabad,Very Poor,339,"PM , PM
2.5 10",4/4,Uttar Pradesh
Byasanagar,Very Poor,314,"PM
2.5",1/1,Odisha
Visakhapatnam,Very Poor,312,"PM
2.5",1/1,Andhra Pradesh
Angul,Very Poor,305,"PM
2.5",1/1,Odisha
Manesar,Very Poor,304,"PM
2.5",1/1,Haryana
Ballabgarh,Very Poor,303,"PM
2.5",1/1,Haryana
Bahadurgarh,Very Poor,302,"PM
2.5",1/1,Haryana
Bhubaneswar,Poor,298,"PM
2.5",2/2,Odisha
Haldia,Poor,290,"PM
2.5",1/1,West Bengal
Sonipat,Poor,290,"PM
2.5",1/1,Haryana
Cuttack,Poor,285,"PM
2.5",1/1,Odisha
Barbil,Poor,281,"PM
2.5",1/1,Odisha
Bhiwadi,Poor,278,"PM , PM
2.5 10",2/2,Rajasthan
Bileipada,Poor,277,"PM
2.5",1/1,Odisha
Singrauli,Poor,277,"PM
2.5",1/1,Madhya Pradesh
Gurugram,Poor,276,"PM
2.5",3/4,Haryana
Talcher,Poor,267,"PM
2.5",1/1,Odisha
Chandigarh,Poor,266,"PM
2.5",3/3,Chandigarh
Gummidipoondi,Poor,265,"PM
2.5",1/1,Tamil Nadu
Kurukshetra,Poor,257,"PM
2.5",1/1,Haryana
Rajamahendravaram,Poor,251,"PM
2.5",1/1,Andhra Pradesh
Mandideep,Poor,250,"PM
10",1/1,Madhya Pradesh
Bihar Sharif,Poor,247,"PM
2.5",1/1,Bihar
Meerut,Poor,245,"PM , PM
2.5 10",3/3,Uttar Pradesh
Dehradun,Poor,243,"PM
2.5",1/1,Uttarakhand
Churu,Poor,242,"PM
10",1/1,Rajasthan
