City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Rohtak,Very Poor,374,"PM
2.5",1/1,Haryana
Delhi,Very Poor,361,"PM , PM
2.5 10",39/39,Delhi
Noida,Very Poor,354,"PM
2.5",4/4,Uttar Pradesh
Ghaziabad,Very Poor,339,"PM
2.5",4/4,Uttar Pradesh
Greater Noida,Very Poor,336,"PM
2.5",2/2,Uttar Pradesh
Hapur,Very Poor,334,"PM
2.5",1/1,Uttar Pradesh
Bahadurgarh,Very Poor,325,"PM
2.5",1/1,Haryana
Meerut,Very Poor,318,"PM
2.5",2/3,Uttar Pradesh
Khurja,Very Poor,312,"PM
10",1/1,Uttar Pradesh
Bulandshahr,Very Poor,307,"PM
2.5",1/1,Uttar Pradesh
Charkhi Dadri,Very Poor,302,"PM
2.5",1/1,Haryana
Jind,Poor,295,"PM
2.5",1/1,Haryana
Manesar,Poor,291,"PM
2.5",1/1,Haryana
Baghpat,Poor,285,"PM
2.5",1/2,Uttar Pradesh
Kaithal,Poor,283,"PM
2.5",1/1,Haryana
Panipat,Poor,282,"PM
2.5",1/1,Haryana
Fatehabad,Poor,281,"PM
2.5",1/1,Haryana
Muzaffarnagar,Poor,278,"PM
2.5",1/1,Uttar Pradesh
Sirsa,Poor,277,"PM
2.5",1/1,Haryana
Ambala,Poor,271,"PM
2.5",1/1,Haryana
Kurukshetra,Poor,269,"PM
2.5",1/1,Haryana
Karnal,Poor,264,"PM
2.5",1/1,Haryana
Faridabad,Poor,264,"PM
2.5",3/4,Haryana
Yamuna Nagar,Poor,260,"PM
2.5",1/1,Haryana
Mandideep,Poor,259,"PM
10",1/1,Madhya Pradesh
Kanpur,Poor,256,"PM
2.5",2/4,Uttar Pradesh
Bhiwani,Poor,253,"PM
2.5",1/1,Haryana
Sonipat,Poor,251,"PM
2.5",1/1,Haryana
Mandi Gobindgarh,Poor,249,"PM
2.5",1/1,Punjab
Khanna,Poor,238,"PM
2.5",1/1,Punjab
Gurugram,Poor,236,"PM , PM
2.5 10",4/4,Haryana
Hajipur,Poor,230,"O
3",1/1,Bihar
Kishanganj,Poor,225,"PM
2.5",1/1,Bihar
Sikar,Poor,221,"PM
10",1/1,Rajasthan
Araria,Poor,215,"PM
2.5",1/1,Bihar
Bhiwadi,Poor,215,"PM , PM
2.5 10",2/2,Rajasthan
Narnaul,Poor,215,"PM
2.5",1/1,Haryana
Gummidipoondi,Poor,213,"PM
2.5",1/1,Tamil Nadu
Baddi,Poor,211,"PM
2.5",1/1,Himachal Pradesh
Hanumangarh,Poor,210,"PM
2.5",1/1,Rajasthan
Nagaur,Poor,206,"PM
10",1/1,Rajasthan
Patiala,Poor,204,"PM
2.5",1/1,Punjab
Tonk,Poor,204,"PM
10",1/1,Rajasthan
Jalandhar,Poor,202,"PM
2.5",1/1,Punjab
Amritsar,Poor,201,"PM
2.5",1/1,Punjab
Jalgaon,Moderate,200,"PM
2.5",1/1,Maharashtra
Sri Ganganagar,Moderate,199,"PM
10",1/1,Rajasthan
Lucknow,Moderate,198,"PM , PM
2.5 10",6/6,Uttar Pradesh
Churu,Moderate,198,"PM
10",1/1,Rajasthan
Katni,Moderate,198,"PM
2.5",1/1,Madhya Pradesh
Bikaner,Moderate,197,"PM
10",1/1,Rajasthan
Vapi,Moderate,194,"PM
2.5",1/1,Gujarat
Kashipur,Moderate,193,"PM
2.5",1/1,Uttarakhand
Visakhapatnam,Moderate,192,"PM
10",1/1,Andhra Pradesh
Sawai Madhopur,Moderate,190,"PM
10",1/1,Rajasthan
Gwalior,Moderate,187,"PM , PM
2.5 10",3/4,Madhya Pradesh
Ahmedabad,Moderate,183,"PM , PM
2.5 10",8/9,Gujarat
Jalna,Moderate,182,"O
3",1/1,Maharashtra
Tirupati,Moderate,180,"PM
2.5",1/1,Andhra Pradesh
Jalore,Moderate,174,"PM
10",1/1,Rajasthan
Pithampur,Moderate,174,"PM
10",1/1,Madhya Pradesh
Byasanagar,Moderate,170,"O
3",1/1,Odisha
Dausa,Moderate,168,"PM
10",1/1,Rajasthan
Firozabad,Moderate,164,"PM , PM
2.5 10",2/2,Uttar Pradesh
Ludhiana,Moderate,163,"PM
2.5",1/1,Punjab
Jodhpur,Moderate,163,"PM , PM
2.5 10",5/5,Rajasthan
Hisar,Moderate,162,"PM
10",1/1,Haryana
Jhunjhunu,Moderate,158,"PM
10",1/1,Rajasthan
Jaipur,Moderate,158,"PM , PM
2.5 10",6/6,Rajasthan
Singrauli,Moderate,158,"PM
10",1/1,Madhya Pradesh
Panchkula,Moderate,156,"PM
2.5",1/1,Haryana
Dhule,Moderate,155,"PM
10",1/1,Maharashtra
Bhubaneswar,Moderate,155,"PM , O
2.5 3",2/2,Odisha
Dharuhera,Moderate,152,"PM
2.5",1/1,Haryana
Barmer,Moderate,150,"PM
10",1/1,Rajasthan
Cuttack,Moderate,146,"PM
2.5",1/1,Odisha
Prayagraj,Moderate,145,"PM , PM
2.5 10",3/3,Uttar Pradesh
Begusarai,Moderate,145,"PM
2.5",1/1,Bihar
Jabalpur,Moderate,143,"PM , PM
2.5 10",4/4,Madhya Pradesh
Karauli,Moderate,142,"PM
2.5",1/1,Rajasthan
Moradabad,Moderate,142,"PM
2.5",6/7,Uttar Pradesh
Chandrapur,Moderate,140,"PM
10",2/2,Maharashtra
Gandhinagar,Moderate,139,"PM , PM
2.5 10",3/3,Gujarat
Bettiah,Moderate,139,"PM
2.5",1/1,Bihar
Dholpur,Moderate,139,"PM
10",1/1,Rajasthan
Jhalawar,Moderate,138,"PM
10",1/1,Rajasthan
Sangli,Moderate,135,"PM
10",1/1,Maharashtra
Ankleshwar,Moderate,134,"PM
10",1/1,Gujarat
Chandigarh,Moderate,133,"PM
2.5",3/3,Chandigarh
Bathinda,Moderate,132,"PM
2.5",1/1,Punjab
Amravati,Moderate,131,"PM
10",2/2,Maharashtra
Jaisalmer,Moderate,130,"PM
10",1/1,Rajasthan
Vrindavan,Moderate,129,"PM
10",1/1,Uttar Pradesh
Haldia,Moderate,129,"PM
2.5",1/1,West Bengal
Ballabgarh,Moderate,129,"PM
2.5",1/1,Haryana
Agra,Moderate,128,"PM , PM
2.5 10",6/6,Uttar Pradesh
Bhilwara,Moderate,128,"PM
10",1/1,Rajasthan
Gaya,Moderate,127,"PM , PM
2.5 10",3/3,Bihar
Muzaffarpur,Moderate,126,"PM , O
2.5 3",3/3,Bihar
Palwal,Moderate,126,"PM
2.5",1/1,Haryana
Talcher,Moderate,126,"PM
10",1/1,Odisha
Nagpur,Moderate,126,"PM , PM
2.5 10",4/4,Maharashtra
Ajmer,Moderate,125,"PM
10",1/1,Rajasthan
Kolkata,Moderate,125,"PM
2.5",7/7,West Bengal
Patna,Moderate,125,"PM , PM
2.5 10",6/6,Bihar
Amaravati,Moderate,124,"PM
10",1/1,Andhra Pradesh
Banswara,Moderate,124,"PM
10",1/1,Rajasthan
Bhopal,Moderate,124,"O , PM
3 10",3/3,Madhya Pradesh
Kota,Moderate,122,"PM , PM
2.5 10",3/3,Rajasthan
