City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Pithampur,Moderate,192,"PM
2.5",1/1,Madhya Pradesh
Vatva,Moderate,190,"PM
2.5",1/1,Gujarat
Dewas,Moderate,190,"PM
2.5",1/1,Madhya Pradesh
Angul,Moderate,189,"O
3",1/1,Odisha
Indore,Moderate,170,"PM
2.5",5/6,Madhya Pradesh
Sawai Madhopur,Moderate,169,"O
3",1/1,Rajasthan
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Churu,Moderate,156,"O
3",1/1,Rajasthan
Ghaziabad,Moderate,146,"O , PM
3 2.5",5/5,Uttar Pradesh
Singrauli,Moderate,146,"PM
10",1/1,Madhya Pradesh
Mandideep,Moderate,145,"PM
2.5",1/1,Madhya Pradesh
Gwalior,Moderate,136,"O
3",3/4,Madhya Pradesh
Chittorgarh,Moderate,136,"PM
10",1/1,Rajasthan
Visakhapatnam,Moderate,134,"PM
10",1/1,Andhra Pradesh
Chandrapur,Moderate,133,"PM , PM
10 2.5",2/2,Maharashtra
Greater Noida,Moderate,133,"PM
10",2/2,Uttar Pradesh
Hajipur,Moderate,131,"PM
2.5",1/1,Bihar
Yadgir,Moderate,130,"PM
10",1/1,Karnataka
Banswara,Moderate,127,"PM
10",1/1,Rajasthan
Baran,Moderate,126,"O
3",1/1,Rajasthan
Pratapgarh,Moderate,125,"PM
10",1/1,Uttar Pradesh
Udaipur,Moderate,125,"PM
10",1/1,Rajasthan
Bikaner,Moderate,124,"PM
10",1/1,Rajasthan
Byrnihat (Meghalaya),Moderate,124,"PM
10",1/1,Meghalaya
Kota,Moderate,124,"O , PM
3 2.5",2/3,Rajasthan
Bhopal,Moderate,122,"PM , O
10 3",3/3,Madhya Pradesh
Dhanbad,Moderate,122,"SO
2",1/2,Jharkhand
Ratlam,Moderate,122,"PM
10",1/1,Madhya Pradesh
Parbhani,Moderate,120,"PM
10",1/1,Maharashtra
Sirohi,Moderate,119,"PM
10",1/1,Rajasthan
Pali,Moderate,119,"PM
10",1/1,Rajasthan
Bhiwadi,Moderate,119,"PM
10",2/2,Rajasthan
Charkhi Dadri,Moderate,119,"PM
2.5",1/1,Haryana
Baddi,Moderate,117,"O
3",1/1,Himachal Pradesh
Faridabad,Moderate,117,"PM , PM
10 2.5",3/4,Haryana
Rajkot,Moderate,116,"PM
10",1/1,Gujarat
Jhalawar,Moderate,116,"O
3",1/1,Rajasthan
Bhavnagar,Moderate,115,"PM
10",1/1,Gujarat
Nanded,Moderate,115,"PM
10",1/1,Maharashtra
Ahmedabad,Moderate,115,"PM , O
10 3",7/9,Gujarat
