City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Kaithal,Very Poor,370,"PM
2.5",1/1,Haryana
Bhiwani,Very Poor,314,"PM
2.5",1/1,Haryana
Fatehabad,Very Poor,313,"PM
2.5",1/1,Haryana
Bhiwadi,Poor,296,"PM
10",2/2,Rajasthan
Meerut,Poor,287,"PM , PM
2.5 10",4/4,Uttar Pradesh
Manesar,Poor,282,"PM
2.5",1/1,Haryana
Panchgaon,Poor,277,"PM
2.5",1/1,Haryana
Panipat,Poor,275,"PM
10",1/1,Haryana
Muzaffarnagar,Poor,274,"PM
10",1/1,Uttar Pradesh
Greater Noida,Poor,258,"PM
10",2/2,Uttar Pradesh
Kurukshetra,Poor,258,"PM
10",1/1,Haryana
Jind,Poor,255,"PM
2.5",1/1,Haryana
Vatva,Poor,255,"PM
2.5",1/1,Gujarat
Ghaziabad,Poor,254,"PM , PM
2.5 10",6/6,Uttar Pradesh
Baghpat,Poor,245,"PM
10",1/2,Uttar Pradesh
Karnal,Poor,242,"PM
2.5",1/1,Haryana
Noida,Poor,240,"PM
10",4/4,Uttar Pradesh
Hapur,Poor,239,"PM
10",1/1,Uttar Pradesh
Delhi,Poor,239,"O , PM
3 10",45/47,Delhi
Ballabgarh,Poor,235,"PM
10",1/1,Haryana
Jhunjhunu,Poor,218,"PM
10",1/1,Rajasthan
Narnaul,Poor,218,"PM
2.5",1/1,Haryana
Bahadurgarh,Poor,214,"PM
2.5",1/1,Haryana
Sri Ganganagar,Poor,209,"PM
10",1/1,Rajasthan
Gurugram,Poor,208,"PM , PM
2.5 10",3/4,Haryana
Bikaner,Poor,208,"PM
10",1/1,Rajasthan
Churu,Poor,208,"PM
10",1/1,Rajasthan
Bulandshahr,Poor,206,"PM
10",1/1,Uttar Pradesh
Singrauli,Poor,203,"PM
10",1/1,Madhya Pradesh
Sonipat,Moderate,184,"PM
2.5",1/1,Haryana
Angul,Moderate,181,"O
3",1/1,Odisha
Mandi Gobindgarh,Moderate,180,"PM
2.5",1/1,Punjab
Baddi,Moderate,179,"PM
10",1/1,Himachal Pradesh
Mysuru,Moderate,178,"O
3",1/1,Karnataka
Kalyan,Moderate,177,"PM
2.5",1/2,Maharashtra
Hanumangarh,Moderate,176,"PM
10",1/1,Rajasthan
Barbil,Moderate,174,"O
3",1/1,Odisha
Dharuhera,Moderate,170,"PM
2.5",1/1,Haryana
Nagaur,Moderate,168,"PM
10",1/1,Rajasthan
Baran,Moderate,166,"PM
10",1/1,Rajasthan
Rohtak,Moderate,161,"PM
2.5",1/1,Haryana
Sawai Madhopur,Moderate,161,"PM
10",1/1,Rajasthan
Parbhani,Moderate,160,"PM
10",1/1,Maharashtra
Chandrapur,Moderate,160,"O , PM
3 10",2/2,Maharashtra
Patiala,Moderate,158,"PM
10",1/1,Punjab
Jalandhar,Moderate,156,"PM
10",1/1,Punjab
Jaipur,Moderate,155,"PM , PM
2.5 10",6/6,Rajasthan
Tonk,Moderate,155,"PM
10",1/1,Rajasthan
Alwar,Moderate,153,"PM
10",1/1,Rajasthan
Bengaluru,Moderate,150,"O , PM
3 10",9/14,Karnataka
Lucknow,Moderate,146,"PM
2.5",6/6,Uttar Pradesh
Mehsana,Moderate,143,"PM
10",1/1,Gujarat
Khurja,Moderate,142,"PM
10",1/1,Uttar Pradesh
Charkhi Dadri,Moderate,140,"PM
10",1/1,Haryana
Bhilwara,Moderate,138,"PM
10",1/1,Rajasthan
Agra,Moderate,138,"PM , PM
2.5 10",6/6,Uttar Pradesh
Kota,Moderate,138,"PM , PM
2.5 10",3/3,Rajasthan
Moradabad,Moderate,135,"PM
10",5/7,Uttar Pradesh
Chhapra,Moderate,133,"PM
2.5",1/1,Bihar
Mandideep,Moderate,129,"PM
10",1/1,Madhya Pradesh
Jhalawar,Moderate,128,"PM
10",1/1,Rajasthan
Gwalior,Moderate,126,"O , PM
3 10",2/4,Madhya Pradesh
Firozabad,Moderate,126,"PM
10",2/2,Uttar Pradesh
Khanna,Moderate,125,"PM
2.5",1/1,Punjab
Faridabad,Moderate,123,"PM
2.5",2/4,Haryana
Rourkela,Moderate,123,"PM
10",2/3,Odisha
Ahmedabad,Moderate,120,"PM , PM
2.5 10",8/9,Gujarat
Nanded,Moderate,119,"PM
10",1/1,Maharashtra
Ambala,Moderate,119,"PM
2.5",1/1,Haryana
Karauli,Moderate,118,"PM
10",1/1,Rajasthan
Jorapokhar,Moderate,117,"PM
10",1/1,Jharkhand
Solapur,Moderate,116,"PM , PM
2.5 10",2/3,Maharashtra
Mira-Bhayandar,Moderate,115,"O
3",1/1,Maharashtra
Bundi,Moderate,115,"PM
10",1/1,Rajasthan
Pratapgarh,Moderate,114,"PM
10",1/1,Uttar Pradesh
Gummidipoondi,Moderate,113,"PM
10",1/1,Tamil Nadu
Dausa,Moderate,112,"PM
10",1/1,Rajasthan
Visakhapatnam,Moderate,111,"PM
10",1/1,Andhra Pradesh
Chandigarh,Moderate,110,"PM
10",2/3,Chandigarh
Sirohi,Moderate,110,"PM
10",1/1,Rajasthan
Ankleshwar,Moderate,108,"PM
10",1/1,Gujarat
Gandhinagar,Moderate,108,"PM
10",3/3,Gujarat
Vrindavan,Moderate,108,"PM
10",1/1,Uttar Pradesh
Kanpur,Moderate,108,"PM , PM
2.5 10",3/4,Uttar Pradesh
Bhavnagar,Moderate,108,CO,1/1,Gujarat
Sirsa,Moderate,107,"PM
10",1/1,Haryana
Bharatpur,Moderate,107,"PM
10",1/1,Rajasthan
Pali,Moderate,107,"PM
10",1/1,Rajasthan
Banswara,Moderate,106,"PM
10",1/1,Rajasthan
Bileipada,Moderate,106,"PM
10",1/1,Odisha
Barmer,Moderate,106,"PM
10",1/1,Rajasthan
Bhopal,Moderate,105,"O , PM
3 10",3/3,Madhya Pradesh
Belapur,Moderate,105,"PM
10",1/1,Maharashtra
Sikar,Moderate,105,"PM
10",1/1,Rajasthan
Jabalpur,Moderate,104,"O , PM , PM
3 2.5 10",4/4,Madhya Pradesh
Bathinda,Moderate,103,"PM
10",1/1,Punjab
Vadodara,Moderate,102,"PM
10",1/1,Gujarat
Nagpur,Moderate,102,"PM , PM
2.5 10",4/4,Maharashtra
Chikkaballapur,Moderate,102,"PM
10",1/1,Karnataka
Ajmer,Moderate,101,"PM
10",1/1,Rajasthan
Gaya,Satisfactory,100,"PM
10",2/3,Bihar
Buxar,Satisfactory,100,"PM
2.5",1/1,Bihar
Dewas,Satisfactory,100,"PM
10",1/1,Madhya Pradesh
Yadgir,Satisfactory,100,"PM
10",1/1,Karnataka
Suakati,Satisfactory,99,"PM
10",1/1,Odisha
Udaipur,Satisfactory,98,"PM
10",1/1,Rajasthan
Jodhpur,Satisfactory,98,"PM
10",4/5,Rajasthan
Jaisalmer,Satisfactory,98,"PM
10",1/1,Rajasthan
Amravati,Satisfactory,98,"PM
10",2/2,Maharashtra
Chittorgarh,Satisfactory,97,"PM
10",1/1,Rajasthan
Sagar,Satisfactory,96,"O
3",1/2,Madhya Pradesh
Rajkot,Satisfactory,96,CO,1/1,Gujarat
Amaravati,Satisfactory,94,"PM
10",1/1,Andhra Pradesh
Byasanagar,Satisfactory,94,CO,1/1,Odisha
Byrnihat (Assam),Satisfactory,93,"PM
2.5",1/1,Meghalaya
Tensa,Satisfactory,93,"PM
10",1/1,Odisha
Baripada,Satisfactory,93,"PM
10",1/1,Odisha
Thane,Satisfactory,92,"PM
10",2/2,Maharashtra
Nandesari,Satisfactory,91,"PM
10",1/1,Gujarat
Ratlam,Satisfactory,89,"PM
10",1/1,Madhya Pradesh
Siwan,Satisfactory,89,CO,1/1,Bihar
"Aurangabad
(Maharashtra)",Satisfactory,88,"PM , CO
10",3/3,Maharashtra
Amritsar,Satisfactory,87,"PM
10",1/1,Punjab
Pimpri-Chinchwad,Satisfactory,87,"PM
10",6/8,Maharashtra
Kunjemura,Satisfactory,87,"PM
10",1/1,Chhattisgarh
Dharwad,Satisfactory,86,"PM
10",1/1,Karnataka
Jalgaon,Satisfactory,86,"PM
10",1/1,Maharashtra
Guntur,Satisfactory,86,"PM
2.5",1/1,Andhra Pradesh
Dungarpur,Satisfactory,86,"PM
10",1/1,Rajasthan
Bareilly,Satisfactory,86,"PM , SO
10 2",2/2,Uttar Pradesh
Virar,Satisfactory,86,"PM
10",1/1,Maharashtra
Badlapur,Satisfactory,85,"PM
10",1/1,Maharashtra
Prayagraj,Satisfactory,84,"PM
10",3/3,Uttar Pradesh
Jalna,Satisfactory,83,"PM
10",1/1,Maharashtra
Ludhiana,Satisfactory,83,"PM
10",1/1,Punjab
Malegaon,Satisfactory,82,"PM
10",1/1,Maharashtra
Dhule,Satisfactory,82,"PM
10",1/1,Maharashtra
Patna,Satisfactory,81,"CO, PM
10",6/6,Bihar
Muzaffarpur,Satisfactory,80,"O , PM
3 2.5",3/3,Bihar
Nashik,Satisfactory,80,"PM
10",4/4,Maharashtra
Maihar,Satisfactory,80,CO,1/1,Madhya Pradesh
Dehradun,Satisfactory,80,"PM
2.5",1/1,Uttarakhand
Pune,Satisfactory,80,"PM , CO
10",7/9,Maharashtra
Thrissur,Satisfactory,80,"PM
10",1/1,Kerala
Siliguri,Satisfactory,79,"NO
2",1/1,West Bengal
Tumidih,Satisfactory,79,"O
3",1/1,Chhattisgarh
Bhiwandi,Satisfactory,78,"PM
10",1/1,Maharashtra
Bhubaneswar,Satisfactory,78,CO,2/2,Odisha
Jalore,Satisfactory,78,"PM
10",1/1,Rajasthan
Akola,Satisfactory,77,"PM
10",1/1,Maharashtra
Talcher,Satisfactory,77,"PM
10",1/1,Odisha
Cuttack,Satisfactory,77,CO,1/1,Odisha
Ulhasnagar,Satisfactory,76,"PM
10",1/2,Maharashtra
Latur,Satisfactory,76,"PM
2.5",1/1,Maharashtra
Mumbai,Satisfactory,76,"PM
10",22/30,Maharashtra
Tirupati,Satisfactory,75,"PM
2.5",1/1,Andhra Pradesh
Sasaram,Satisfactory,75,"PM
10",1/1,Bihar
Ahmednagar,Satisfactory,75,"PM
10",1/1,Maharashtra
Damoh,Satisfactory,75,"PM
10",1/1,Madhya Pradesh
Nalbari,Satisfactory,74,"PM
2.5",1/1,Assam
Balasore,Satisfactory,74,"PM
10",1/1,Odisha
Bhagalpur,Satisfactory,74,CO,1/2,Bihar
Kadapa,Satisfactory,74,"PM
2.5",1/1,Andhra Pradesh
Hajipur,Satisfactory,74,"O
3",1/1,Bihar
Varanasi,Satisfactory,73,"PM , PM
2.5 10",3/4,Uttar Pradesh
Navi Mumbai,Satisfactory,73,"PM
10",6/8,Maharashtra
Hyderabad,Satisfactory,72,"PM
10",12/14,Telangana
Indore,Satisfactory,72,"PM , PM
2.5 10",5/6,Madhya Pradesh
Mahad,Satisfactory,72,"PM
10",1/1,Maharashtra
Vapi,Satisfactory,72,"PM
10",1/1,Gujarat
Katni,Satisfactory,72,"O
3",1/1,Madhya Pradesh
Vijayawada,Satisfactory,72,"PM
2.5",4/4,Andhra Pradesh
Asansol,Satisfactory,72,"PM , CO, SO
2.5 2",4/4,West Bengal
Samastipur,Satisfactory,71,"PM
2.5",1/1,Bihar
Machilipatnam,Satisfactory,71,"PM
10",1/1,Andhra Pradesh
Katihar,Satisfactory,71,CO,1/1,Bihar
Satna,Satisfactory,70,"PM
10",1/1,Madhya Pradesh
Rajsamand,Satisfactory,70,"PM
10",1/1,Rajasthan
Kolhapur,Satisfactory,69,"PM
10",1/2,Maharashtra
Sivasagar,Satisfactory,68,"O
3",1/1,Assam
Munger,Satisfactory,68,"SO
2",1/1,Bihar
Haldia,Satisfactory,67,"PM
10",1/1,West Bengal
Durgapur,Satisfactory,67,"PM , CO
10",3/3,West Bengal
Raipur,Satisfactory,67,"PM
10",4/4,Chhattisgarh
Agartala,Satisfactory,66,"PM
10",1/2,Tripura
Perundurai,Satisfactory,65,"PM
10",1/1,Tamil Nadu
Ramanagara,Satisfactory,65,"PM
2.5",1/1,Karnataka
Gorakhpur,Satisfactory,63,"PM
10",1/1,Uttar Pradesh
Korba,Satisfactory,62,"PM
10",1/2,Chhattisgarh
Hubballi,Satisfactory,62,"PM
10",1/2,Karnataka
Tirumala,Satisfactory,62,"PM
10",1/1,Andhra Pradesh
Coimbatore,Satisfactory,61,"PM , PM
2.5 10",2/2,Tamil Nadu
Brajrajnagar,Satisfactory,61,"O
3",1/1,Odisha
Srinagar,Satisfactory,61,"PM
10",2/2,
Palwal,Satisfactory,61,"PM
10",1/1,Haryana
Eluru,Satisfactory,60,"PM
10",1/1,Andhra Pradesh
