City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Nandesari,Very Poor,301,"PM
2.5",1/1,Gujarat
Greater Noida,Moderate,192,"PM
10",2/2,Uttar Pradesh
Khurja,Moderate,169,"PM
10",1/1,Uttar Pradesh
Gummidipoondi,Moderate,159,"PM
2.5",1/1,Tamil Nadu
Noida,Moderate,131,"PM
10",3/4,Uttar Pradesh
Ghaziabad,Moderate,125,"PM
10",4/4,Uttar Pradesh
Dholpur,Moderate,121,"PM
10",1/1,Rajasthan
Baddi,Moderate,121,"PM
10",1/1,Himachal Pradesh
Thoothukudi,Moderate,116,CO,1/1,Tamil Nadu
Visakhapatnam,Moderate,115,"PM
10",1/1,Andhra Pradesh
Byrnihat,Moderate,114,"PM
2.5",1/1,Meghalaya
Imphal,Moderate,110,"SO
2",1/2,Manipur
Ludhiana,Moderate,105,"PM
2.5",1/1,Punjab
Chennai,Satisfactory,100,"PM , CO
10",8/9,Tamil Nadu
Hajipur,Satisfactory,99,"PM
2.5",1/1,Bihar
Bulandshahr,Satisfactory,99,"PM
10",1/1,Uttar Pradesh
Meerut,Satisfactory,98,"PM , O
10 3",3/3,Uttar Pradesh
Delhi,Satisfactory,98,"PM , O
10 3",34/39,Delhi
Bareilly,Satisfactory,96,"SO
2",1/2,Uttar Pradesh
Vapi,Satisfactory,96,"PM
10",1/1,Gujarat
Bhiwadi,Satisfactory,95,"PM
2.5",1/2,Rajasthan
Pithampur,Satisfactory,94,"PM
10",1/1,Madhya Pradesh
Jhunjhunu,Satisfactory,91,CO,1/1,Rajasthan
Dausa,Satisfactory,89,"PM
10",1/1,Rajasthan
Bhubaneswar,Satisfactory,88,CO,2/2,Odisha
Tonk,Satisfactory,87,"PM
10",1/1,Rajasthan
Brajrajnagar,Satisfactory,86,CO,1/1,Odisha
Samastipur,Satisfactory,86,"PM
10",1/1,Bihar
Karauli,Satisfactory,85,"PM
2.5",1/1,Rajasthan
Muzaffarnagar,Satisfactory,84,"PM
2.5",1/1,Uttar Pradesh
Rajsamand,Satisfactory,84,"O
3",1/1,Rajasthan
Baghpat,Satisfactory,84,"PM
10",1/2,Uttar Pradesh
Dhanbad,Satisfactory,83,"NO
2",1/2,Jharkhand
Saharsa,Satisfactory,83,"PM
10",1/1,Bihar
Hapur,Satisfactory,81,"PM
10",1/1,Uttar Pradesh
Bundi,Satisfactory,81,"PM
10",1/1,Rajasthan
Banswara,Satisfactory,81,"PM
10",1/1,Rajasthan
Gandhinagar,Satisfactory,80,"PM
10",3/3,Gujarat
Singrauli,Satisfactory,80,"PM
10",1/1,Madhya Pradesh
Pali,Satisfactory,79,"PM
2.5",1/1,Rajasthan
Ankleshwar,Satisfactory,78,"SO
2",1/1,Gujarat
Lucknow,Satisfactory,77,"SO , PM , CO
2 10",6/6,Uttar Pradesh
Mandideep,Satisfactory,77,"PM
10",1/1,Madhya Pradesh
Jalore,Satisfactory,77,"PM
10",1/1,Rajasthan
Dungarpur,Satisfactory,77,"PM
10",1/1,Rajasthan
Mandi Gobindgarh,Satisfactory,77,CO,1/1,Punjab
