City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Panipat,Poor,295,"PM
2.5",1/1,Haryana
Chhapra,Poor,232,"PM
2.5",1/1,Bihar
Sri Ganganagar,Poor,218,"O
3",1/1,Rajasthan
Sawai Madhopur,Moderate,187,"O
3",1/1,Rajasthan
Rajkot,Moderate,176,"PM
2.5",1/1,Gujarat
Bharatpur,Moderate,174,"O
3",1/1,Rajasthan
Jalore,Moderate,174,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,172,"PM
10",1/1,Rajasthan
Banswara,Moderate,171,"O
3",1/1,Rajasthan
Bundi,Moderate,167,"O
3",1/1,Rajasthan
Bhilwara,Moderate,164,"PM
10",1/1,Rajasthan
Jhalawar,Moderate,163,"O
3",1/1,Rajasthan
Sirohi,Moderate,163,"PM
10",1/1,Rajasthan
Byrnihat (Assam),Moderate,153,"PM
2.5",1/1,Meghalaya
Mehsana,Moderate,149,"PM
10",1/1,Gujarat
Vatva,Moderate,148,"PM
2.5",1/1,Gujarat
Ballabgarh,Moderate,139,"PM
10",1/1,Haryana
Hanumangarh,Moderate,138,"PM
10",1/1,Rajasthan
Gummidipoondi,Moderate,138,"PM
2.5",1/1,Tamil Nadu
Gwalior,Moderate,131,"PM , O
10 3",3/4,Madhya Pradesh
Udaipur,Moderate,130,"PM
10",1/1,Rajasthan
Jorapokhar,Moderate,128,"PM
10",1/1,Jharkhand
Barmer,Moderate,128,"PM
10",1/1,Rajasthan
Churu,Moderate,126,"PM
10",1/1,Rajasthan
Rajsamand,Moderate,124,"PM
10",1/1,Rajasthan
Narnaul,Moderate,121,"PM
10",1/1,Haryana
Jodhpur,Moderate,120,"PM , PM
10 2.5",4/5,Rajasthan
Jhunjhunu,Moderate,117,"O
3",1/1,Rajasthan
Sikar,Moderate,117,"PM
10",1/1,Rajasthan
Jalgaon,Moderate,115,"PM
10",1/1,Maharashtra
Ghaziabad,Moderate,114,"PM , PM
10 2.5",6/6,Uttar Pradesh
Byrnihat (Meghalaya),Moderate,113,"PM
10",1/1,Meghalaya
Bahadurgarh,Moderate,113,"PM
10",1/1,Haryana
Kota,Moderate,113,"PM , O
10 3",3/3,Rajasthan
Meerut,Moderate,110,"PM , PM
10 2.5",2/4,Uttar Pradesh
Sirsa,Moderate,107,"O
3",1/1,Haryana
Nagaur,Moderate,105,"PM
10",1/1,Rajasthan
Pratapgarh,Moderate,105,"PM
10",1/1,Uttar Pradesh
Raebareli,Moderate,105,CO,1/1,Uttar Pradesh
Dhanbad,Moderate,105,"NO
2",1/2,Jharkhand
Gurugram,Moderate,104,"PM , PM
10 2.5",3/4,Haryana
Baran,Moderate,102,"O
3",1/1,Rajasthan
Patna,Moderate,102,"PM , NO
10 2",4/6,Bihar
Milupara,Moderate,101,"O
3",1/1,Chhattisgarh
Saharsa,Moderate,101,"PM
10",1/1,Bihar
Vadodara,Moderate,101,CO,1/1,Gujarat
Pithampur,Moderate,101,"PM
10",1/1,Madhya Pradesh
