City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Khanna,Poor,255,"O
3",1/1,Punjab
Gurugram,Poor,227,"PM
10",1/4,Haryana
Baddi,Poor,205,"PM
10",1/1,Himachal Pradesh
Delhi,Moderate,195,"O
3",38/39,Delhi
Sawai Madhopur,Moderate,189,"PM
10",1/1,Rajasthan
Bharatpur,Moderate,181,"O
3",1/1,Rajasthan
Ghaziabad,Moderate,179,"PM , PM
10 2.5",4/4,Uttar Pradesh
Muzaffarnagar,Moderate,179,"PM
2.5",1/1,Uttar Pradesh
Dausa,Moderate,167,"PM
10",1/1,Rajasthan
Bhiwadi,Moderate,164,"PM , PM
10 2.5",2/2,Rajasthan
Baghpat,Moderate,162,"PM
10",1/2,Uttar Pradesh
Noida,Moderate,156,"O , PM
3 10",4/4,Uttar Pradesh
Khurja,Moderate,150,"PM
10",1/1,Uttar Pradesh
Chandigarh,Moderate,148,"O , PM
3 10",3/3,Chandigarh
Sri Ganganagar,Moderate,145,"PM
10",1/1,Rajasthan
Tumakuru,Moderate,139,"PM
2.5",1/1,Karnataka
Patiala,Moderate,137,"PM
10",1/1,Punjab
Jalandhar,Moderate,136,"PM
10",1/1,Punjab
Greater Noida,Moderate,134,"PM
10",2/2,Uttar Pradesh
Bulandshahr,Moderate,134,"PM
10",1/1,Uttar Pradesh
Amritsar,Moderate,133,"PM
2.5",1/1,Punjab
Gwalior,Moderate,132,"PM , PM
10 2.5",2/4,Madhya Pradesh
Karauli,Moderate,132,"PM
10",1/1,Rajasthan
Dholpur,Moderate,132,"PM
10",1/1,Rajasthan
Bathinda,Moderate,127,"PM
2.5",1/1,Punjab
Nagpur,Moderate,126,"PM , PM
10 2.5",2/4,Maharashtra
Ludhiana,Moderate,124,"PM
10",1/1,Punjab
Mandi Gobindgarh,Moderate,124,"PM
2.5",1/1,Punjab
Gummidipoondi,Moderate,124,"PM
10",1/1,Tamil Nadu
Samastipur,Moderate,122,"PM
10",1/1,Bihar
Barmer,Moderate,121,"PM
10",1/1,Rajasthan
Baran,Moderate,120,"PM
10",1/1,Rajasthan
Agra,Moderate,120,"PM , PM
10 2.5",5/6,Uttar Pradesh
Pithampur,Moderate,120,"PM
10",1/1,Madhya Pradesh
Churu,Moderate,120,"PM
10",1/1,Rajasthan
Pali,Moderate,119,"PM
10",1/1,Rajasthan
Sikar,Moderate,119,"PM
10",1/1,Rajasthan
Meerut,Moderate,119,"O , PM
3 10",3/3,Uttar Pradesh
Chandrapur,Moderate,118,"PM , PM
10 2.5",2/2,Maharashtra
Begusarai,Moderate,118,"PM
10",1/1,Bihar
Jhunjhunu,Moderate,118,"PM
10",1/1,Rajasthan
Saharsa,Moderate,116,CO,1/1,Bihar
Jhansi,Moderate,116,"PM
10",1/1,Uttar Pradesh
Lucknow,Moderate,116,"PM , PM
10 2.5",6/6,Uttar Pradesh
Bikaner,Moderate,116,"PM
10",1/1,Rajasthan
Chhapra,Moderate,116,"NO
2",1/1,Bihar
Tonk,Moderate,115,"PM
10",1/1,Rajasthan
Jaipur,Moderate,115,"PM
10",6/6,Rajasthan
Hajipur,Moderate,113,"O
3",1/1,Bihar
