City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Churu,Poor,293,"PM
2.5",1/1,Rajasthan
Jhunjhunu,Poor,288,"PM
10",1/1,Rajasthan
Meerut,Poor,280,"O
3",3/4,Uttar Pradesh
Panchgaon,Poor,269,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,242,"O , PM
3 10",6/6,Uttar Pradesh
Singrauli,Poor,240,"PM
10",1/1,Madhya Pradesh
Bikaner,Poor,230,"PM
10",1/1,Rajasthan
Sirsa,Poor,228,"PM
10",1/1,Haryana
Greater Noida,Poor,218,"O , PM
3 10",2/2,Uttar Pradesh
Charkhi Dadri,Poor,206,"PM
2.5",1/1,Haryana
Noida,Moderate,195,"O , PM
3 10",4/4,Uttar Pradesh
Sri Ganganagar,Moderate,194,"PM
10",1/1,Rajasthan
Manesar,Moderate,184,"PM
2.5",1/1,Haryana
Muzaffarnagar,Moderate,183,"PM
10",1/1,Uttar Pradesh
Yamuna Nagar,Moderate,182,"PM
2.5",1/1,Haryana
Faridabad,Moderate,179,"PM
2.5",3/4,Haryana
Angul,Moderate,178,"O
3",1/1,Odisha
Bulandshahr,Moderate,177,"PM
10",1/1,Uttar Pradesh
Baddi,Moderate,175,"O
3",1/1,Himachal Pradesh
Pithampur,Moderate,175,"PM
10",1/1,Madhya Pradesh
Gurugram,Moderate,169,"PM , PM
2.5 10",3/4,Haryana
Byrnihat (Assam),Moderate,167,"PM
2.5",1/1,Meghalaya
Dewas,Moderate,161,"PM
10",1/1,Madhya Pradesh
Karnal,Moderate,158,"PM
2.5",1/1,Haryana
Banswara,Moderate,156,"PM
10",1/1,Rajasthan
Sawai Madhopur,Moderate,156,"PM
10",1/1,Rajasthan
Hanumangarh,Moderate,154,"PM
10",1/1,Rajasthan
Vatva,Moderate,153,"PM
2.5",1/1,Gujarat
Delhi,Moderate,152,"PM , O , PM
2.5 3 10",42/47,Delhi
Pali,Moderate,148,"PM
10",1/1,Rajasthan
Ambala,Moderate,145,"PM
2.5",1/1,Haryana
Kurukshetra,Moderate,145,"PM
10",1/1,Haryana
Gandhinagar,Moderate,145,"PM
10",3/3,Gujarat
Bhilwara,Moderate,144,"PM
10",1/1,Rajasthan
Bhiwadi,Moderate,141,"PM
10",1/2,Rajasthan
Mehsana,Moderate,141,"PM
10",1/1,Gujarat
