City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Nandesari,Poor,285,"PM
2.5",1/1,Gujarat
Byrnihat,Moderate,140,"PM
2.5",1/1,Meghalaya
Kanchipuram,Moderate,129,"PM
10",1/1,Tamil Nadu
Eloor,Moderate,125,CO,1/1,Kerala
Baddi,Moderate,119,"PM
10",1/1,Himachal Pradesh
Chhapra,Moderate,114,"NO
2",1/1,Bihar
Samastipur,Moderate,108,"PM
10",1/1,Bihar
Gummidipoondi,Moderate,105,"PM
10",1/1,Tamil Nadu
Jaisalmer,Moderate,104,"PM
10",1/1,Rajasthan
Rupnagar,Moderate,104,CO,1/1,Punjab
Greater Noida,Satisfactory,100,"PM
10",2/2,Uttar Pradesh
Singrauli,Satisfactory,98,"PM
2.5",1/1,Madhya Pradesh
Sagar,Satisfactory,95,"PM
10",1/2,Madhya Pradesh
Mandideep,Satisfactory,94,"PM
10",1/1,Madhya Pradesh
Muzaffarnagar,Satisfactory,94,"PM
2.5",1/1,Uttar Pradesh
Dhanbad,Satisfactory,90,"NO
2",1/2,Jharkhand
Alwar,Satisfactory,89,"NO
2",1/1,Rajasthan
Sri Ganganagar,Satisfactory,89,"PM
10",1/1,Rajasthan
Bihar Sharif,Satisfactory,89,"PM
2.5",1/1,Bihar
Jhansi,Satisfactory,85,"PM
10",1/1,Uttar Pradesh
Rajgir,Satisfactory,85,CO,1/1,Bihar
Rajsamand,Satisfactory,84,"O
3",1/1,Rajasthan
Barmer,Satisfactory,81,"PM
10",1/1,Rajasthan
Visakhapatnam,Satisfactory,80,"PM
10",1/1,Andhra Pradesh
Vapi,Satisfactory,79,"PM
10",1/1,Gujarat
Tirupati,Satisfactory,78,"PM
2.5",1/1,Andhra Pradesh
Bikaner,Satisfactory,77,"PM
10",1/1,Rajasthan
Chittoor,Satisfactory,77,"PM
2.5",1/1,Andhra Pradesh
Rourkela,Satisfactory,77,"PM , CO
10",2/3,Odisha
