City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Dholpur,Poor,218,"PM
10",1/1,Rajasthan
Sri Ganganagar,Poor,206,"PM
2.5",1/1,Rajasthan
Chhapra,Moderate,169,"PM
2.5",1/1,Bihar
Dhanbad,Moderate,153,CO,1/2,Jharkhand
Suakati,Moderate,141,"O
3",1/1,Odisha
Gummidipoondi,Moderate,139,"PM
2.5",1/1,Tamil Nadu
Dausa,Moderate,133,"PM
10",1/1,Rajasthan
Visakhapatnam,Moderate,133,"PM
10",1/1,Andhra Pradesh
Churu,Moderate,125,"PM
10",1/1,Rajasthan
Jaipur,Moderate,120,"PM
10",6/6,Rajasthan
Jaisalmer,Moderate,119,"PM
10",1/1,Rajasthan
Nandesari,Moderate,114,"PM
2.5",1/1,Gujarat
Nagaur,Moderate,112,"PM
10",1/1,Rajasthan
Chittoor,Moderate,112,"PM
2.5",1/1,Andhra Pradesh
Tonk,Moderate,110,"PM
10",1/1,Rajasthan
Bundi,Moderate,109,"PM
10",1/1,Rajasthan
Bikaner,Moderate,105,"PM
10",1/1,Rajasthan
Pithampur,Moderate,104,"PM
10",1/1,Madhya Pradesh
Chandrapur,Moderate,102,"PM
10",2/2,Maharashtra
Bileipada,Moderate,102,"PM
2.5",1/1,Odisha
Bareilly,Moderate,101,"SO
2",1/2,Uttar Pradesh
Pali,Moderate,101,"PM
10",1/1,Rajasthan
Ajmer,Satisfactory,99,"PM
10",1/1,Rajasthan
Jalore,Satisfactory,97,"PM
10",1/1,Rajasthan
Sikar,Satisfactory,97,"PM
10",1/1,Rajasthan
Pratapgarh,Satisfactory,96,"PM
10",1/1,Uttar Pradesh
Vapi,Satisfactory,96,"PM
10",1/1,Gujarat
Rairangpur,Satisfactory,94,"PM
10",1/1,Odisha
Jhunjhunu,Satisfactory,92,"PM
10",1/1,Rajasthan
Kota,Satisfactory,92,"PM
10",3/3,Rajasthan
Barmer,Satisfactory,91,"PM
10",1/1,Rajasthan
Jhalawar,Satisfactory,91,"PM
10",1/1,Rajasthan
Bhagalpur,Satisfactory,90,"PM
10",2/2,Bihar
Hyderabad,Satisfactory,90,"PM , PM
2.5 10",11/14,Telangana
Bhilwara,Satisfactory,90,"PM
10",1/1,Rajasthan
Rajgir,Satisfactory,89,CO,1/1,Bihar
Bulandshahr,Satisfactory,88,"PM
10",1/1,Uttar Pradesh
Dewas,Satisfactory,88,"PM
10",1/1,Madhya Pradesh
Greater Noida,Satisfactory,87,"PM
10",2/2,Uttar Pradesh
Rajsamand,Satisfactory,87,"O
3",1/1,Rajasthan
Jhansi,Satisfactory,86,"PM
10",1/1,Uttar Pradesh
Amravati,Satisfactory,86,"PM
10",2/2,Maharashtra
Nanded,Satisfactory,85,"PM
10",1/1,Maharashtra
Khurja,Satisfactory,85,"PM
10",1/1,Uttar Pradesh
Bhiwadi,Satisfactory,84,"PM
10",2/2,Rajasthan
Hanumangarh,Satisfactory,84,"PM
10",1/1,Rajasthan
Ghaziabad,Satisfactory,82,"PM
10",4/4,Uttar Pradesh
Chennai,Satisfactory,82,"PM
10",6/9,Tamil Nadu
