City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Sri ganganagar,Very Poor,315,"PM
10",1/1,Rajasthan
Pithampur,Poor,268,"PM
10",1/1,Madhya Pradesh
Gurugram,Poor,237,"PM
2.5",3/4,Haryana
Jind,Poor,231,"PM
2.5",1/1,
Kaithal,Poor,201,"PM
2.5",1/1,Haryana
Gummidipoondi,Moderate,196,"PM
2.5",1/1,
Leh,Moderate,193,CO,1/1,
Vatva,Moderate,179,"PM
2.5",1/1,
Yamuna nagar,Moderate,178,"PM
2.5",1/1,
Greater noida,Moderate,173,"PM , PM
10 2.5",2/2,Uttar Pradesh
Bahadurgarh,Moderate,173,"PM
2.5",1/1,
Pali,Moderate,172,"PM
10",1/1,Rajasthan
Bhiwani,Moderate,166,"PM
2.5",1/1,
Bikaner,Moderate,165,"PM
10",1/1,
Baraut,Moderate,161,"PM
2.5",1/1,
Noida,Moderate,158,"PM , PM
10 2.5",4/4,Uttar Pradesh
Manesar,Moderate,155,"PM
2.5",1/1,
Mandi gobindgarh,Moderate,155,"PM
2.5",1/1,
Charkhi dadri,Moderate,153,"PM
2.5",1/1,Haryana
Tonk,Moderate,149,"PM
2.5",1/1,Rajasthan
Ghaziabad,Moderate,146,"PM , PM
2.5 10",6/7,Uttar Pradesh
Baghpat,Moderate,146,"PM
2.5",1/1,
Delhi,Moderate,145,"PM , PM
10 2.5",44/46,
Nagaur,Moderate,140,"PM
10",1/1,
Modinagar,Moderate,139,"O
3",1/1,Rajasthan
Jaipur,Moderate,139,"PM , PM
2.5 10",6/6,
Kurukshetra,Moderate,137,"PM
2.5",1/1,Haryana
Khora,Moderate,136,"PM
2.5",1/1,
Sirsa,Moderate,130,"PM
10",1/1,Haryana
Bhilwara,Moderate,130,"PM
10",1/1,Rajasthan
Chittorgarh,Moderate,130,"PM
10",1/1,Rajasthan
Khairthal,Moderate,129,"PM
2.5",1/1,Rajasthan
Udaipur,Moderate,128,"PM
10",1/1,Rajasthan
Mandideep,Moderate,128,SO2,1/1,Madhya Pradesh
Hanumangarh,Moderate,127,"PM
2.5",1/1,
Bhiwadi,Moderate,126,"PM
10",2/2,Rajasthan
Panipat,Moderate,125,"PM
2.5",1/1,Haryana
Churu,Moderate,125,"PM
10",1/1,Rajasthan
Muzaffarnagar,Moderate,123,"PM
2.5",1/1,Uttar Pradesh
Bundi,Moderate,120,"PM
10",1/1,
