City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Greater Noida,Very Poor,325,"PM
10",2/2,Uttar Pradesh
Ghaziabad,Poor,300,"PM
10",4/4,Uttar Pradesh
Gurugram,Poor,295,"PM , PM
2.5 10",3/4,Haryana
Noida,Poor,278,"PM
10",4/4,Uttar Pradesh
Charkhi Dadri,Poor,267,"PM
2.5",1/1,Haryana
Delhi,Poor,266,"PM
10",41/47,Delhi
Barbil,Poor,263,"O
3",1/1,Odisha
Rohtak,Poor,260,"PM
2.5",1/1,Haryana
Manesar,Poor,259,"PM
2.5",1/1,Haryana
Singrauli,Poor,254,"PM
10",1/1,Madhya Pradesh
Angul,Poor,252,"O
3",1/1,Odisha
Bileipada,Poor,249,"PM
10",1/1,Odisha
Bhiwadi,Poor,229,"PM
10",2/2,Rajasthan
Meerut,Poor,226,"PM
10",2/3,Uttar Pradesh
Pali,Poor,224,"PM
10",1/1,Rajasthan
Jind,Poor,218,"PM
2.5",1/1,Haryana
Ambala,Poor,210,"PM
2.5",1/1,Haryana
Faridabad,Poor,209,"PM
2.5",3/4,Haryana
Tonk,Poor,209,"PM
10",1/1,Rajasthan
Bulandshahr,Poor,203,"PM
10",1/1,Uttar Pradesh
Sirsa,Poor,202,"PM
10",1/1,Haryana
Ballabgarh,Moderate,200,"PM
2.5",1/1,Haryana
Araria,Moderate,200,"PM
2.5",1/1,Bihar
Sawai Madhopur,Moderate,199,"PM
10",1/1,Rajasthan
Nayagarh,Moderate,196,"PM
10",1/1,Odisha
Jaipur,Moderate,194,"PM , O
10 3",6/6,Rajasthan
Hapur,Moderate,194,"PM
10",1/1,Uttar Pradesh
Ajmer,Moderate,192,"PM
10",1/1,Rajasthan
Sikar,Moderate,192,"PM
10",1/1,Rajasthan
Nagaur,Moderate,188,"PM
10",1/1,Rajasthan
Baghpat,Moderate,185,"PM
10",1/2,Uttar Pradesh
Bhilwara,Moderate,184,"PM
10",1/1,Rajasthan
Narnaul,Moderate,183,"PM
2.5",1/1,Haryana
Jhunjhunu,Moderate,182,"PM
10",1/1,Rajasthan
Hisar,Moderate,181,"PM
10",1/1,Haryana
Hajipur,Moderate,179,"PM
2.5",1/1,Bihar
Fatehabad,Moderate,179,"PM
10",1/1,Haryana
Mysuru,Moderate,176,"O
3",1/1,Karnataka
Vrindavan,Moderate,174,"PM
10",1/1,Uttar Pradesh
Agra,Moderate,170,"PM , PM
2.5 10",6/6,Uttar Pradesh
Sri Ganganagar,Moderate,169,"O
3",1/1,Rajasthan
Karnal,Moderate,167,"PM
2.5",1/1,Haryana
Churu,Moderate,166,"PM
10",1/1,Rajasthan
Jalore,Moderate,164,"PM
10",1/1,Rajasthan
Bundi,Moderate,160,"PM
10",1/1,Rajasthan
Bhiwani,Moderate,158,"PM
2.5",1/1,Haryana
Kurukshetra,Moderate,157,"PM
10",1/1,Haryana
Sonipat,Moderate,157,"PM
2.5",1/1,Haryana
Byasanagar,Moderate,154,"O
3",1/1,Odisha
Bikaner,Moderate,153,"PM
10",1/1,Rajasthan
Muzaffarpur,Moderate,147,"PM , PM
2.5 10",3/3,Bihar
Byrnihat (Assam),Moderate,146,"PM
2.5",1/1,Meghalaya
Panchgaon,Moderate,145,"PM
2.5",1/1,Haryana
Khurja,Moderate,140,"PM
10",1/1,Uttar Pradesh
Vatva,Moderate,140,"PM
2.5",1/1,Gujarat
Nalbari,Moderate,139,"PM
2.5",1/1,Assam
Nagaon,Moderate,135,"O
3",1/1,Assam
Alwar,Moderate,134,"PM
10",1/1,Rajasthan
Karauli,Moderate,133,"PM
10",1/1,Rajasthan
Chittorgarh,Moderate,132,"PM
10",1/1,Rajasthan
Chandrapur,Moderate,130,"PM , O
10 3",2/2,Maharashtra
Siwan,Moderate,129,"PM
10",1/1,Bihar
Patna,Moderate,128,"PM
10",6/6,Bihar
Bharatpur,Moderate,126,"PM
10",1/1,Rajasthan
Sirohi,Moderate,124,"PM
10",1/1,Rajasthan
Korba,Moderate,124,"PM , PM
2.5 10",2/2,Chhattisgarh
Motihari,Moderate,122,"PM
2.5",1/1,Bihar
Baddi,Moderate,122,"PM
10",1/1,Himachal Pradesh
Saharsa,Moderate,119,"PM
10",1/1,Bihar
Gwalior,Moderate,119,"PM
10",3/4,Madhya Pradesh
Durgapur,Moderate,116,"PM , O
2.5 3",3/3,West Bengal
Brajrajnagar,Moderate,115,"PM
10",1/1,Odisha
Kannur,Moderate,115,"PM
2.5",1/1,Kerala
Moradabad,Moderate,114,"PM , O
10 3",6/7,Uttar Pradesh
Byrnihat (Meghalaya),Moderate,114,"PM
10",1/1,Meghalaya
Hanumangarh,Moderate,113,"PM
10",1/1,Rajasthan
Milupara,Moderate,113,"PM
10",1/1,Chhattisgarh
Mehsana,Moderate,112,"PM
10",1/1,Gujarat
Ludhiana,Moderate,112,"PM
10",1/1,Punjab
Kota,Moderate,112,"PM
10",3/3,Rajasthan
Samastipur,Moderate,111,"PM
2.5",1/1,Bihar
Gandhinagar,Moderate,111,"PM
10",3/3,Gujarat
Jorapokhar,Moderate,110,"PM
10",1/1,Jharkhand
Pithampur,Moderate,107,"PM
10",1/1,Madhya Pradesh
Ankleshwar,Moderate,107,"PM
10",1/1,Gujarat
Baran,Moderate,107,"O
3",1/1,Rajasthan
Ahmedabad,Moderate,106,"PM
10",8/9,Gujarat
Kaithal,Moderate,105,"PM
10",1/1,Haryana
Bhiwandi,Moderate,103,"PM
10",1/1,Maharashtra
Varanasi,Moderate,102,"PM
10",4/4,Uttar Pradesh
Jhalawar,Moderate,102,"O
3",1/1,Rajasthan
Keonjhar,Moderate,101,"PM
10",1/1,Odisha
Mandi Gobindgarh,Satisfactory,100,"PM
2.5",1/1,Punjab
Bengaluru,Satisfactory,100,"PM , O
10 3",10/14,Karnataka
Manguraha,Satisfactory,100,"PM
10",1/1,Bihar
Gorakhpur,Satisfactory,100,"PM
10",1/1,Uttar Pradesh
Banswara,Satisfactory,100,"O
3",1/1,Rajasthan
Rajkot,Satisfactory,99,"PM
2.5",1/1,Gujarat
Asansol,Satisfactory,99,"PM , PM
2.5 10",4/4,West Bengal
Dewas,Satisfactory,99,"PM
10",1/1,Madhya Pradesh
Jodhpur,Satisfactory,99,"PM
10",5/5,Rajasthan
Bhavnagar,Satisfactory,99,"PM
10",1/1,Gujarat
Gaya,Satisfactory,98,"PM , PM , O
2.5 10 3",3/3,Bihar
Katihar,Satisfactory,98,"PM
10",1/1,Bihar
Raebareli,Satisfactory,98,"PM
10",1/1,Uttar Pradesh
Baripada,Satisfactory,96,"PM
10",1/1,Odisha
Nandesari,Satisfactory,96,"PM
10",1/1,Gujarat
Siliguri,Satisfactory,96,"PM
10",1/1,West Bengal
Lucknow,Satisfactory,96,"PM , PM
2.5 10",6/6,Uttar Pradesh
Patiala,Satisfactory,95,"PM
10",1/1,Punjab
Nagpur,Satisfactory,95,"PM , PM
2.5 10",4/4,Maharashtra
Kunjemura,Satisfactory,95,"PM
10",1/1,Chhattisgarh
Balasore,Satisfactory,94,"O
3",1/1,Odisha
Gummidipoondi,Satisfactory,93,"PM
10",1/1,Tamil Nadu
Palwal,Satisfactory,93,"PM
10",1/1,Haryana
Dhule,Satisfactory,93,"PM
10",1/1,Maharashtra
Sagar,Satisfactory,91,"CO, O
3",2/2,Madhya Pradesh
Amritsar,Satisfactory,91,"PM
10",1/1,Punjab
Visakhapatnam,Satisfactory,91,"PM
10",1/1,Andhra Pradesh
Bathinda,Satisfactory,90,"PM
10",1/1,Punjab
Vadodara,Satisfactory,90,"PM
10",1/1,Gujarat
Belapur,Satisfactory,90,"PM
10",1/1,Maharashtra
Nanded,Satisfactory,89,"O
3",1/1,Maharashtra
Agartala,Satisfactory,89,"PM
10",1/2,Tripura
Pratapgarh,Satisfactory,89,"PM
10",1/1,Uttar Pradesh
Surat,Satisfactory,88,"PM
10",2/2,Gujarat
Machilipatnam,Satisfactory,87,CO,1/1,Andhra Pradesh
Prayagraj,Satisfactory,87,"PM
10",3/3,Uttar Pradesh
Udaipur,Satisfactory,87,"PM
10",1/1,Rajasthan
Talcher,Satisfactory,87,"PM
10",1/1,Odisha
Suakati,Satisfactory,86,"PM
2.5",1/1,Odisha
Rairangpur,Satisfactory,86,"PM
10",1/1,Odisha
Dholpur,Satisfactory,86,"PM
10",1/1,Rajasthan
Bareilly,Satisfactory,85,"PM , SO
10 2",2/2,Uttar Pradesh
Thane,Satisfactory,85,"PM
10",2/2,Maharashtra
Navi Mumbai,Satisfactory,84,"PM , PM
2.5 10",6/8,Maharashtra
Munger,Satisfactory,84,"SO
2",1/1,Bihar
Dausa,Satisfactory,84,"O
3",1/1,Rajasthan
Cuttack,Satisfactory,84,"PM
10",1/1,Odisha
Virar,Satisfactory,84,"PM
10",1/1,Maharashtra
