City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bhiwadi,Very Poor,384,"PM , PM
10 2.5",2/2,Rajasthan
Greater Noida,Very Poor,384,"PM , PM
2.5 10",2/2,Uttar Pradesh
Gurugram,Very Poor,378,"PM
2.5",4/4,Haryana
Dharuhera,Very Poor,371,"PM
2.5",1/1,Haryana
Noida,Very Poor,367,"PM
2.5",4/4,Uttar Pradesh
Delhi,Very Poor,360,"PM
2.5",39/40,Delhi
Ghaziabad,Very Poor,358,"PM , PM
10 2.5",2/4,Uttar Pradesh
Manesar,Very Poor,348,"PM
2.5",1/1,Haryana
Baddi,Very Poor,341,"PM
2.5",1/1,Himachal Pradesh
Sri Ganganagar,Very Poor,324,"PM
2.5",1/1,Rajasthan
Bundi,Poor,290,"PM
2.5",1/1,Rajasthan
Panchkula,Poor,284,"PM
2.5",1/1,Haryana
Meerut,Poor,278,"PM
2.5",3/3,Uttar Pradesh
Narnaul,Poor,277,"PM
2.5",1/1,Haryana
Bulandshahr,Poor,274,"PM
2.5",1/1,Uttar Pradesh
Bikaner,Poor,274,"PM
2.5",1/1,Rajasthan
Baghpat,Poor,272,"PM
2.5",1/2,Uttar Pradesh
Charkhi Dadri,Poor,265,"PM
2.5",1/1,Haryana
Ballabgarh,Poor,264,"PM
2.5",1/1,Haryana
Faridabad,Poor,254,"PM
2.5",3/4,Haryana
Kota,Poor,248,"PM
2.5",3/3,Rajasthan
Mandikhera,Poor,247,"PM
2.5",1/1,Haryana
Tonk,Poor,242,"PM
2.5",1/1,Rajasthan
Karnal,Poor,241,"PM
2.5",1/1,Haryana
Agra,Poor,241,"PM , PM
2.5 10",6/6,Uttar Pradesh
Khurja,Poor,238,"PM
10",1/1,Uttar Pradesh
Chandigarh,Poor,234,"PM
2.5",2/3,Chandigarh
Cuttack,Poor,233,"PM
2.5",1/1,Odisha
Hapur,Poor,228,"PM
2.5",1/1,Uttar Pradesh
Ankleshwar,Poor,228,"PM
10",1/1,Gujarat
Panipat,Poor,217,"PM
2.5",1/1,Haryana
Bhopal,Poor,217,"PM , PM , O
10 2.5 3",3/3,Madhya Pradesh
Bhubaneswar,Poor,217,"PM , O
2.5 3",2/2,Odisha
Pithampur,Poor,217,"PM
2.5",1/1,Madhya Pradesh
Bhilwara,Poor,216,"PM
2.5",1/1,Rajasthan
Chittorgarh,Poor,214,"PM
2.5",1/1,Rajasthan
Muzaffarnagar,Poor,214,"PM
2.5",1/1,Uttar Pradesh
Mandideep,Poor,214,"PM
2.5",1/1,Madhya Pradesh
Bileipada,Poor,214,"PM
2.5",1/1,Odisha
Talcher,Poor,212,"PM
10",1/1,Odisha
Balasore,Poor,212,"PM
2.5",1/1,Odisha
Gwalior,Poor,212,"PM
2.5",3/4,Madhya Pradesh
Suakati,Poor,210,"PM
2.5",1/1,Odisha
Yamuna Nagar,Poor,209,"PM
2.5",1/1,Haryana
Pali,Poor,207,"PM
2.5",1/1,Rajasthan
Kurukshetra,Poor,206,"PM
2.5",1/1,Haryana
Singrauli,Poor,202,"PM
2.5",1/1,Madhya Pradesh
Jabalpur,Poor,201,"PM
2.5",4/4,Madhya Pradesh
Lucknow,Moderate,196,"PM , PM
10 2.5",6/6,Uttar Pradesh
Jalore,Moderate,194,"PM
2.5",1/1,Rajasthan
Sikar,Moderate,193,"PM
2.5",1/1,Rajasthan
Nagaur,Moderate,190,"PM
2.5",1/1,Rajasthan
Bahadurgarh,Moderate,187,"PM
2.5",1/1,Haryana
Churu,Moderate,186,"PM
2.5",1/1,Rajasthan
Bettiah,Moderate,184,"PM
2.5",1/1,Bihar
Jhunjhunu,Moderate,178,"PM
10",1/1,Rajasthan
Jodhpur,Moderate,178,"PM , PM
2.5 10",5/5,Rajasthan
Angul,Moderate,177,"O
3",1/1,Odisha
Dungarpur,Moderate,176,"PM
2.5",1/1,Rajasthan
Asansol,Moderate,175,"PM
2.5",2/4,West Bengal
Sawai Madhopur,Moderate,175,"O
3",1/1,Rajasthan
Byasanagar,Moderate,174,"O
3",1/1,Odisha
Saharsa,Moderate,173,"PM
2.5",1/1,Bihar
Pratapgarh,Moderate,171,"PM
2.5",1/1,Uttar Pradesh
Dholpur,Moderate,170,"PM
2.5",1/1,Rajasthan
Hanumangarh,Moderate,168,"PM
10",1/1,Rajasthan
Rajsamand,Moderate,166,"PM
2.5",1/1,Rajasthan
Kanpur,Moderate,164,"PM , PM
2.5 10",3/4,Uttar Pradesh
Jind,Moderate,162,"PM
2.5",1/1,Haryana
Begusarai,Moderate,162,"PM
10",1/1,Bihar
Rohtak,Moderate,162,"PM
2.5",1/1,Haryana
Pune,Moderate,161,"PM
2.5",7/13,Maharashtra
Barbil,Moderate,161,"PM
2.5",1/1,Odisha
Bhiwani,Moderate,160,"PM
2.5",1/1,Haryana
Bharatpur,Moderate,160,"PM
2.5",1/1,Rajasthan
Ulhasnagar,Moderate,158,"PM
2.5",1/1,Maharashtra
Samastipur,Moderate,155,"PM
2.5",1/1,Bihar
Gummidipoondi,Moderate,155,"PM
2.5",1/1,Tamil Nadu
Nalbari,Moderate,153,"PM
2.5",1/1,Assam
Kalyan,Moderate,152,"PM , PM
10 2.5",2/2,Maharashtra
Byrnihat,Moderate,151,"PM
2.5",1/1,Meghalaya
Gandhinagar,Moderate,151,"PM , PM
2.5 10",3/3,Gujarat
Nagpur,Moderate,148,"PM
2.5",4/4,Maharashtra
Ajmer,Moderate,148,"PM
10",1/1,Rajasthan
Belapur,Moderate,145,"PM
2.5",1/1,Maharashtra
Patna,Moderate,144,"PM , PM
10 2.5",6/6,Bihar
Kunjemura,Moderate,143,"PM
10",1/1,Chhattisgarh
Jaisalmer,Moderate,143,"PM
2.5",1/1,Rajasthan
Jaipur,Moderate,142,"PM , NO , O
2.5 2 3",4/6,Rajasthan
Udaipur,Moderate,142,"PM
10",1/1,Rajasthan
Jhalawar,Moderate,141,"PM
2.5",1/1,Rajasthan
Bhiwandi,Moderate,140,"PM
10",1/1,Maharashtra
Ahmedabad,Moderate,140,"PM , PM
10 2.5",8/9,Gujarat
Howrah,Moderate,139,"PM , PM
2.5 10",5/5,West Bengal
Sonipat,Moderate,139,"PM
2.5",1/1,Haryana
Katni,Moderate,136,"PM
2.5",1/1,Madhya Pradesh
Baran,Moderate,136,"PM
10",1/1,Rajasthan
Dhanbad,Moderate,136,"PM
10",1/2,Jharkhand
Keonjhar,Moderate,136,"PM
10",1/1,Odisha
Vatva,Moderate,135,"PM
2.5",1/1,Gujarat
Rourkela,Moderate,134,"PM
2.5",3/3,Odisha
Dhule,Moderate,134,"PM
10",1/1,Maharashtra
Ratlam,Moderate,132,"PM
10",1/1,Madhya Pradesh
Alwar,Moderate,130,"PM
10",1/1,Rajasthan
Brajrajnagar,Moderate,130,"PM
10",1/1,Odisha
Kolkata,Moderate,129,"PM
2.5",7/7,West Bengal
Sirohi,Moderate,129,"PM
2.5",1/1,Rajasthan
Siwan,Moderate,128,"PM
10",1/1,Bihar
Motihari,Moderate,127,"PM
2.5",1/1,Bihar
Ludhiana,Moderate,126,"PM
2.5",1/1,Punjab
Sagar,Moderate,126,"PM , PM
2.5 10",2/2,Madhya Pradesh
Rishikesh,Moderate,126,"PM
2.5",1/1,Uttarakhand
Patiala,Moderate,125,"PM
10",1/1,Punjab
Hajipur,Moderate,125,"PM
2.5",1/1,Bihar
Guwahati,Moderate,125,"PM , SO , PM
2.5 2 10",3/4,Assam
Dewas,Moderate,124,"PM
2.5",1/1,Madhya Pradesh
Indore,Moderate,124,"PM , NO
2.5 2",4/6,Madhya Pradesh
Siliguri,Moderate,124,"PM
10",1/1,West Bengal
Parbhani,Moderate,123,"PM
10",1/1,Maharashtra
Nagaon,Moderate,122,"PM
2.5",1/1,Assam
Fatehabad,Moderate,121,"PM
10",1/1,Haryana
Firozabad,Moderate,121,"PM , PM
2.5 10",2/2,Uttar Pradesh
Navi Mumbai,Moderate,121,"PM , PM
2.5 10",6/8,Maharashtra
Pimpri-Chinchwad,Moderate,121,"PM , PM
2.5 10",3/4,Maharashtra
Visakhapatnam,Moderate,121,"PM
10",1/1,Andhra Pradesh
Virar,Moderate,120,"PM
10",1/1,Maharashtra
Bihar Sharif,Moderate,119,"PM
2.5",1/1,Bihar
Badlapur,Moderate,119,"PM
10",1/1,Maharashtra
Jalandhar,Moderate,118,"PM
10",1/1,Punjab
Jalgaon,Moderate,118,"PM
10",1/1,Maharashtra
Katihar,Moderate,118,"PM
2.5",1/1,Bihar
Mira-Bhayandar,Moderate,117,"PM
10",1/1,Maharashtra
"Aurangabad
(Maharashtra)",Moderate,115,"PM , PM
2.5 10",3/3,Maharashtra
Mumbai,Moderate,114,"PM
10",27/30,Maharashtra
Nanded,Moderate,114,"PM
10",1/1,Maharashtra
Boisar,Moderate,114,"PM
10",1/1,Maharashtra
Dehradun,Moderate,114,"PM
10",1/1,Uttarakhand
Buxar,Moderate,113,"PM
2.5",1/1,Bihar
Muzaffarpur,Moderate,113,"PM
2.5",3/3,Bihar
Araria,Moderate,113,"PM
2.5",1/1,Bihar
Moradabad,Moderate,112,"PM , PM
10 2.5",6/7,Uttar Pradesh
Malegaon,Moderate,112,"PM
10",1/1,Maharashtra
Purnia,Moderate,112,"PM
2.5",1/1,Bihar
Ujjain,Moderate,112,"PM
10",1/2,Madhya Pradesh
Kadapa,Moderate,112,"PM
2.5",1/1,Andhra Pradesh
Amritsar,Moderate,112,"PM
10",1/1,Punjab
Khanna,Moderate,111,"PM
10",1/1,Punjab
Barmer,Moderate,111,"PM
10",1/1,Rajasthan
Aurangabad (Bihar),Moderate,110,"PM
10",1/1,Bihar
Thane,Moderate,110,"PM
10",2/2,Maharashtra
Rajamahendravaram,Moderate,109,"PM
10",1/1,Andhra Pradesh
Nashik,Moderate,108,"PM , PM
10 2.5",4/4,Maharashtra
Amaravati,Moderate,107,"PM
10",1/1,Andhra Pradesh
Baripada,Moderate,107,"PM
2.5",1/1,Odisha
Chandrapur,Moderate,107,"PM
10",2/2,Maharashtra
Banswara,Moderate,105,"PM
10",1/1,Rajasthan
Ambala,Moderate,104,"PM
2.5",1/1,Haryana
Gaya,Moderate,103,"PM , PM
10 2.5",3/3,Bihar
Panchgaon,Moderate,102,"PM
2.5",1/1,Haryana
Haldia,Moderate,101,"PM
2.5",1/1,West Bengal
Jalna,Moderate,101,"PM
10",1/1,Maharashtra
Tirupati,Moderate,101,"PM
2.5",1/1,Andhra Pradesh
Barrackpore,Moderate,101,"PM
2.5",1/1,West Bengal
Prayagraj,Moderate,101,"PM , PM
10 2.5",3/3,Uttar Pradesh
Rairangpur,Satisfactory,100,"PM
10",1/1,Odisha
Durgapur,Satisfactory,98,"PM , PM
2.5 10",2/3,West Bengal
Ahmednagar,Satisfactory,98,"PM
10",1/1,Maharashtra
Mahad,Satisfactory,98,"PM
10",1/1,Maharashtra
Vrindavan,Satisfactory,98,"PM
2.5",1/1,Uttar Pradesh
Munger,Satisfactory,98,"PM
2.5",1/1,Bihar
Chhapra,Satisfactory,97,"PM
10",1/1,Bihar
Mandi Gobindgarh,Satisfactory,97,"PM
2.5",1/1,Punjab
Tirupur,Satisfactory,96,"PM
2.5",1/1,Tamil Nadu
Vijayawada,Satisfactory,96,"PM , PM
10 2.5",4/4,Andhra Pradesh
Manguraha,Satisfactory,96,"PM
10",1/1,Bihar
Chikkaballapur,Satisfactory,96,"PM
10",1/1,Karnataka
Rajgir,Satisfactory,95,"PM
2.5",1/1,Bihar
Sirsa,Satisfactory,94,"PM
2.5",1/1,Haryana
Tirumala,Satisfactory,94,"PM
2.5",1/1,Andhra Pradesh
Bhagalpur,Satisfactory,94,"PM
10",2/2,Bihar
Dausa,Satisfactory,92,"PM
10",1/1,Rajasthan
Milupara,Satisfactory,92,"O
3",1/1,Chhattisgarh
Tumidih,Satisfactory,92,"O
3",1/1,Chhattisgarh
Varanasi,Satisfactory,92,"PM , NO , PM
10 2 2.5",4/4,Uttar Pradesh
Bathinda,Satisfactory,91,"PM
2.5",1/1,Punjab
Solapur,Satisfactory,90,"PM
10",2/3,Maharashtra
Karauli,Satisfactory,90,"PM
2.5",1/1,Rajasthan
Gorakhpur,Satisfactory,87,"PM
2.5",1/1,Uttar Pradesh
Anantapur,Satisfactory,86,"PM
10",1/1,Andhra Pradesh
Bareilly,Satisfactory,86,"PM
10",2/2,Uttar Pradesh
Dharwad,Satisfactory,85,"PM
10",1/1,Karnataka
Nayagarh,Satisfactory,84,"PM
10",1/1,Odisha
Chennai,Satisfactory,83,"PM , PM
2.5 10",8/9,Tamil Nadu
Bengaluru,Satisfactory,82,"PM
10",12/14,Karnataka
Pudukottai,Satisfactory,82,"PM
10",1/1,Tamil Nadu
Amravati,Satisfactory,82,"PM
10",1/2,Maharashtra
Hyderabad,Satisfactory,80,"PM , CO
10",14/14,Telangana
Latur,Satisfactory,80,"PM
10",1/1,Maharashtra
Akola,Satisfactory,79,"PM
10",1/1,Maharashtra
Jhansi,Satisfactory,78,"PM
10",1/1,Uttar Pradesh
Sasaram,Satisfactory,78,"PM
10",1/1,Bihar
Kohima,Satisfactory,76,"SO
2",1/1,Nagaland
Raipur,Satisfactory,76,"PM
10",4/4,Chhattisgarh
Bilaspur,Satisfactory,75,"PM
10",1/1,Chhattisgarh
Kolhapur,Satisfactory,74,"PM
10",2/2,Maharashtra
Cuddalore,Satisfactory,73,"PM
2.5",2/2,Tamil Nadu
Thrissur,Satisfactory,73,"PM
10",1/1,Kerala
Srinagar,Satisfactory,72,"PM
10",2/2,
Chhal,Satisfactory,72,"PM
10",1/1,Chhattisgarh
Arrah,Satisfactory,71,"PM
10",1/1,Bihar
Korba,Satisfactory,71,"PM
10",1/2,Chhattisgarh
Satna,Satisfactory,70,"PM
10",1/1,Madhya Pradesh
Kannur,Satisfactory,68,"PM
2.5",1/1,Kerala
Sivasagar,Satisfactory,67,"PM
2.5",1/1,Assam
Chittoor,Satisfactory,67,"PM
2.5",1/1,Andhra Pradesh
Thiruvananthapuram,Satisfactory,67,"PM , PM
2.5 10",2/2,Kerala
Coimbatore,Satisfactory,66,"PM
2.5",2/2,Tamil Nadu
Puducherry,Satisfactory,66,"PM
10",1/1,Puducherry
Yadgir,Satisfactory,66,"PM
10",1/1,Karnataka
Agartala,Satisfactory,64,"PM
10",1/2,Tripura
Bhilai,Satisfactory,61,"PM , NO
10 2",3/3,Chhattisgarh
Hubballi,Satisfactory,59,"PM
10",1/2,Karnataka
Belgaum,Satisfactory,58,"PM
10",1/1,Karnataka
Silchar,Satisfactory,57,"PM
10",1/1,Assam
Aizawl,Satisfactory,57,"PM
2.5",1/1,Mizoram
Hisar,Satisfactory,55,"O
3",1/1,Haryana
Eloor,Satisfactory,55,CO,1/1,Kerala
Kalaburagi,Satisfactory,53,"PM
10",1/2,Karnataka
Kishanganj,Satisfactory,53,"PM
10",1/1,Bihar
Bagalkot,Satisfactory,52,"PM
10",1/1,Karnataka
Perundurai,Satisfactory,52,"PM
10",1/1,Tamil Nadu
Sangli,Satisfactory,51,"O
3",1/1,Maharashtra
Karur,Good,50,"PM
2.5",1/1,Tamil Nadu
Shivamogga,Good,50,"O
3",1/1,Karnataka
Koppal,Good,50,"O
3",1/1,Karnataka
Kollam,Good,48,"PM
10",1/1,Kerala
Thoothukudi,Good,47,"PM
10",1/1,Tamil Nadu
Davanagere,Good,47,"PM
2.5",1/1,Karnataka
Mysuru,Good,44,"O
3",1/1,Karnataka
Chamarajanagar,Good,43,"PM
10",1/1,Karnataka
Vijayapura,Good,43,"PM
10",1/1,Karnataka
Thanjavur,Good,42,"PM
10",1/1,Tamil Nadu
Chikkamagaluru,Good,40,"PM
10",1/1,Karnataka
Ramanathapuram,Good,37,"PM
10",1/1,Tamil Nadu
Madikeri,Good,32,"PM
2.5",1/1,Karnataka
Gangtok,Good,25,"PM
2.5",1/1,Sikkim
