City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Hapur,Very Poor,336,"PM
2.5",1/1,Uttar Pradesh
Dharuhera,Very Poor,328,"PM
2.5",1/1,Haryana
Noida,Very Poor,308,"PM
2.5",4/4,Uttar Pradesh
Sonipat,Very Poor,308,"PM
2.5",1/1,Haryana
Baghpat,Very Poor,307,"PM
2.5",1/2,Uttar Pradesh
Delhi,Very Poor,304,"PM , PM
10 2.5",40/40,Delhi
Ghaziabad,Very Poor,302,"PM
2.5",4/4,Uttar Pradesh
Manesar,Very Poor,302,"PM
2.5",1/1,Haryana
Balasore,Very Poor,301,"PM
2.5",1/1,Odisha
Cuttack,Poor,300,"PM
2.5",1/1,Odisha
Bhiwadi,Poor,295,"PM
2.5",2/2,Rajasthan
Gurugram,Poor,293,"PM
2.5",4/4,Haryana
Charkhi Dadri,Poor,290,"PM
2.5",1/1,Haryana
Angul,Poor,285,"PM
2.5",1/1,Odisha
Greater Noida,Poor,285,"PM
2.5",2/2,Uttar Pradesh
Bhubaneswar,Poor,281,"PM
2.5",2/2,Odisha
Tonk,Poor,272,"PM
2.5",1/1,Rajasthan
Haldia,Poor,268,"PM
2.5",1/1,West Bengal
Muzaffarnagar,Poor,258,"PM
2.5",1/1,Uttar Pradesh
Mandi Gobindgarh,Poor,257,"PM
2.5",1/1,Punjab
Fatehabad,Poor,257,"PM
2.5",1/1,Haryana
Talcher,Poor,244,"PM
2.5",1/1,Odisha
Meerut,Poor,243,"PM , PM
2.5 10",3/3,Uttar Pradesh
Bhiwani,Poor,233,"PM
2.5",1/1,Haryana
Byasanagar,Poor,233,"PM
2.5",1/1,Odisha
Khurja,Poor,230,"PM
2.5",1/1,Uttar Pradesh
Ambala,Poor,227,"PM
2.5",1/1,Haryana
Baddi,Poor,224,"PM
2.5",1/1,Himachal Pradesh
Sri Ganganagar,Poor,223,"PM
10",1/1,Rajasthan
Bileipada,Poor,219,"PM
2.5",1/1,Odisha
Howrah,Poor,217,"PM
2.5",4/5,West Bengal
Sasaram,Poor,214,"PM
10",1/1,Bihar
