City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bahadurgarh,Very Poor,325,"PM
2.5",1/1,Haryana
Dharuhera,Very Poor,322,"PM
2.5",1/1,Haryana
Dholpur,Very Poor,311,"PM
2.5",1/1,Rajasthan
Delhi,Very Poor,305,"PM , PM
2.5 10",38/39,Delhi
Nandesari,Very Poor,303,"PM
2.5",1/1,Gujarat
Jind,Very Poor,302,"PM
2.5",1/1,Haryana
Meerut,Poor,300,"PM , PM
2.5 10",3/3,Uttar Pradesh
Rohtak,Poor,299,"PM
2.5",1/1,Haryana
Muzaffarnagar,Poor,295,"PM
2.5",1/1,Uttar Pradesh
Fatehabad,Poor,286,"PM
2.5",1/1,Haryana
Greater Noida,Poor,280,"PM
2.5",2/2,Uttar Pradesh
Hapur,Poor,279,"PM
2.5",1/1,Uttar Pradesh
Bulandshahr,Poor,276,"PM
2.5",1/1,Uttar Pradesh
Noida,Poor,276,"PM
2.5",4/4,Uttar Pradesh
Charkhi Dadri,Poor,268,"PM
2.5",1/1,Haryana
Karauli,Poor,268,"PM
2.5",1/1,Rajasthan
Mandi Gobindgarh,Poor,266,"PM
2.5",1/1,Punjab
Bharatpur,Poor,262,"PM
2.5",1/1,Rajasthan
Baghpat,Poor,261,"PM
2.5",1/2,Uttar Pradesh
Tonk,Poor,255,"PM
2.5",1/1,Rajasthan
Sawai Madhopur,Poor,254,"PM
2.5",1/1,Rajasthan
Ambala,Poor,253,"PM
2.5",1/1,Haryana
Panipat,Poor,253,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,252,"PM
2.5",4/4,Uttar Pradesh
Panchkula,Poor,251,"PM
2.5",1/1,Haryana
Sagar,Poor,246,"PM
2.5",1/2,Madhya Pradesh
Hanumangarh,Poor,245,"PM
2.5",1/1,Rajasthan
Hajipur,Poor,245,"PM
2.5",1/1,Bihar
Gwalior,Poor,241,"PM
2.5",3/4,Madhya Pradesh
Bhiwadi,Poor,239,"O , PM
3 2.5",2/2,Rajasthan
Kurukshetra,Poor,237,"PM
2.5",1/1,Haryana
Ludhiana,Poor,235,"PM
2.5",1/1,Punjab
Jalandhar,Poor,225,"PM
2.5",1/1,Punjab
Manesar,Poor,222,"PM
2.5",1/1,Haryana
Kanpur,Poor,220,"PM
2.5",3/4,Uttar Pradesh
Bikaner,Poor,215,"PM
10",1/1,Rajasthan
Sonipat,Poor,214,"PM
2.5",1/1,Haryana
