City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Sri Ganganagar,Poor,276,"PM
10",1/1,Rajasthan
Shivamogga,Poor,251,"NO
2",1/1,Karnataka
Karauli,Moderate,165,"PM
10",1/1,Rajasthan
Khurja,Moderate,161,"PM
10",1/1,Uttar Pradesh
Surat,Moderate,139,"PM
10",1/1,Gujarat
Bikaner,Moderate,138,"PM
10",1/1,Rajasthan
Jaisalmer,Moderate,129,"PM
10",1/1,Rajasthan
Talcher,Moderate,128,CO,1/1,Odisha
Chhapra,Moderate,118,"NO
2",1/1,Bihar
Sagar,Moderate,115,"PM , CO
2.5",2/2,Madhya Pradesh
Gurugram,Moderate,114,"PM
10",1/4,Haryana
Jhansi,Moderate,114,"PM
2.5",1/1,Uttar Pradesh
Greater Noida,Moderate,110,"PM
10",2/2,Uttar Pradesh
Imphal,Moderate,109,"SO
2",1/2,Manipur
Ghaziabad,Moderate,108,"PM , O , PM
10 3 2.5",4/4,Uttar Pradesh
Delhi,Moderate,104,"PM , O
10 3",38/39,Delhi
Visakhapatnam,Moderate,104,"PM
10",1/1,Andhra Pradesh
Samastipur,Moderate,102,"PM
10",1/1,Bihar
Keonjhar,Moderate,102,CO,1/1,Odisha
Noida,Moderate,102,"PM , O
10 3",4/4,Uttar Pradesh
Ludhiana,Moderate,102,"PM
10",1/1,Punjab
Mandi Gobindgarh,Moderate,101,CO,1/1,Punjab
Udaipur,Satisfactory,98,"PM
10",1/1,Rajasthan
Rourkela,Satisfactory,97,"PM , CO
2.5",2/3,Odisha
Baddi,Satisfactory,96,"PM
10",1/1,Himachal Pradesh
Ajmer,Satisfactory,94,"O
3",1/1,Rajasthan
Barmer,Satisfactory,94,"O
3",1/1,Rajasthan
Baghpat,Satisfactory,92,"PM
10",1/2,Uttar Pradesh
Brajrajnagar,Satisfactory,91,"O
3",1/1,Odisha
Byrnihat,Satisfactory,89,"PM
2.5",1/1,Meghalaya
Bareilly,Satisfactory,87,"SO
2",1/2,Uttar Pradesh
Angul,Satisfactory,85,CO,1/1,Odisha
Dausa,Satisfactory,85,"PM
10",1/1,Rajasthan
Kanpur,Satisfactory,84,"PM , CO
10",3/4,Uttar Pradesh
Sri Vijaya Puram,Satisfactory,82,"PM
2.5",1/1,Andaman and Nicobar Islands
Dewas,Satisfactory,81,"O
3",1/1,Madhya Pradesh
Panchgaon,Satisfactory,80,CO,1/1,Haryana
Kota,Satisfactory,80,"PM
10",3/3,Rajasthan
Lucknow,Satisfactory,80,"PM , SO , CO
10 2",5/6,Uttar Pradesh
Muzaffarpur,Satisfactory,79,"PM , O , CO
10 3",3/3,Bihar
Bhilwara,Satisfactory,79,"PM
10",1/1,Rajasthan
Jhunjhunu,Satisfactory,79,"O
3",1/1,Rajasthan
Begusarai,Satisfactory,77,"NO
2",1/1,Bihar
Byasanagar,Satisfactory,77,CO,1/1,Odisha
Patna,Satisfactory,76,"PM , CO
10",6/6,Bihar
Agra,Satisfactory,76,"PM
2.5",3/6,Uttar Pradesh
Churu,Satisfactory,75,"PM
10",1/1,Rajasthan
Hapur,Satisfactory,75,"PM
10",1/1,Uttar Pradesh
Gummidipoondi,Satisfactory,75,"PM
10",1/1,Tamil Nadu
Alwar,Satisfactory,75,CO,1/1,Rajasthan
