City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Talcher,Very Poor,380,"PM
2.5",1/1,Odisha
Angul,Very Poor,346,"PM
2.5",1/1,Odisha
Tirupati,Very Poor,341,"PM
2.5",1/1,Andhra Pradesh
Bikaner,Very Poor,329,"PM
2.5",1/1,Rajasthan
Cuttack,Very Poor,324,"PM
2.5",1/1,Odisha
Singrauli,Very Poor,320,"PM
2.5",1/1,Madhya Pradesh
Balasore,Very Poor,318,"PM
2.5",1/1,Odisha
Bhubaneswar,Very Poor,317,"PM
2.5",2/2,Odisha
Baripada,Very Poor,312,"PM
2.5",1/1,Odisha
Keonjhar,Very Poor,311,"PM
10",1/1,Odisha
Kollam,Poor,289,"PM
2.5",1/1,Kerala
Byasanagar,Poor,288,"PM
2.5",1/1,Odisha
Visakhapatnam,Poor,288,"PM
2.5",1/1,Andhra Pradesh
Rajamahendravaram,Poor,280,"PM
2.5",1/1,Andhra Pradesh
Muzaffarnagar,Poor,275,"PM
2.5",1/1,Uttar Pradesh
Nagaur,Poor,266,"PM
2.5",1/1,Rajasthan
Dehradun,Poor,255,"PM
2.5",1/1,Uttarakhand
Barrackpore,Poor,252,"PM
2.5",1/1,West Bengal
Howrah,Poor,251,"PM , PM
2.5 10",5/5,West Bengal
Dharuhera,Poor,245,"PM
2.5",1/1,Haryana
Motihari,Poor,243,"PM
2.5",1/1,Bihar
Asansol,Poor,242,"PM
2.5",4/4,West Bengal
Bhopal,Poor,241,"O , PM
3 2.5",3/3,Madhya Pradesh
Ghaziabad,Poor,239,"PM , PM
2.5 10",4/4,Uttar Pradesh
Barmer,Poor,238,"PM
2.5",1/1,Rajasthan
Greater Noida,Poor,238,"PM
2.5",2/2,Uttar Pradesh
Delhi,Poor,236,"PM , PM
2.5 10",36/40,Delhi
Gwalior,Poor,234,"PM
2.5",3/4,Madhya Pradesh
Haldia,Poor,234,"PM
2.5",1/1,West Bengal
Panchkula,Poor,232,"PM
2.5",1/1,Haryana
Arrah,Poor,230,"PM
2.5",1/1,Bihar
Noida,Poor,229,"PM
2.5",4/4,Uttar Pradesh
Kolkata,Poor,228,"PM
2.5",7/7,West Bengal
Mandi Gobindgarh,Poor,225,"PM
2.5",1/1,Punjab
Kashipur,Poor,225,"PM
2.5",1/1,Uttarakhand
Katihar,Poor,224,"PM
2.5",1/1,Bihar
Lucknow,Poor,224,"PM , PM
2.5 10",6/6,Uttar Pradesh
Pithampur,Poor,223,"PM
2.5",1/1,Madhya Pradesh
Sikar,Poor,222,"PM
2.5",1/1,Rajasthan
Kurukshetra,Poor,222,"PM
2.5",1/1,Haryana
Nagpur,Poor,222,"PM
2.5",4/4,Maharashtra
Dhanbad,Poor,216,"PM
10",1/2,Jharkhand
Khurja,Poor,216,"PM
2.5",1/1,Uttar Pradesh
Meerut,Poor,214,"PM , PM
2.5 10",3/3,Uttar Pradesh
Bihar Sharif,Poor,214,"PM
2.5",1/1,Bihar
Bettiah,Poor,214,"PM
2.5",1/1,Bihar
Indore,Poor,212,"PM
2.5",2/6,Madhya Pradesh
Baddi,Poor,211,"PM
2.5",1/1,Himachal Pradesh
Faridabad,Poor,210,"PM
2.5",3/4,Haryana
Gummidipoondi,Poor,209,"PM
2.5",1/1,Tamil Nadu
Jodhpur,Poor,207,"PM
2.5",5/5,Rajasthan
Jaisalmer,Poor,206,"PM
2.5",1/1,Rajasthan
Panipat,Poor,205,"PM
2.5",1/1,Haryana
Chandigarh,Poor,202,"PM
2.5",3/3,Chandigarh
Bulandshahr,Poor,201,"PM
2.5",1/1,Uttar Pradesh
Ballabgarh,Moderate,200,"PM
2.5",1/1,Haryana
Sonipat,Moderate,198,"PM
2.5",1/1,Haryana
Narnaul,Moderate,198,"PM
2.5",1/1,Haryana
Hajipur,Moderate,198,"PM
2.5",1/1,Bihar
Barbil,Moderate,198,"PM
2.5",1/1,Odisha
Prayagraj,Moderate,197,"PM
2.5",3/3,Uttar Pradesh
Tonk,Moderate,197,"PM
2.5",1/1,Rajasthan
Tirumala,Moderate,196,"PM
2.5",1/1,Andhra Pradesh
Rajgir,Moderate,196,"PM
2.5",1/1,Bihar
Kishanganj,Moderate,195,"PM
10",1/1,Bihar
Mandideep,Moderate,195,"PM
2.5",1/1,Madhya Pradesh
Purnia,Moderate,194,"PM
2.5",1/1,Bihar
Bahadurgarh,Moderate,191,"PM
2.5",1/1,Haryana
Siwan,Moderate,190,"PM
2.5",1/1,Bihar
Jalore,Moderate,188,"PM
2.5",1/1,Rajasthan
Yadgir,Moderate,188,"PM
2.5",1/1,Karnataka
Karnal,Moderate,188,"PM
2.5",1/1,Haryana
Gurugram,Moderate,187,"PM
2.5",4/4,Haryana
Hapur,Moderate,185,"PM
2.5",1/1,Uttar Pradesh
Rourkela,Moderate,185,"PM , PM
2.5 10",3/3,Odisha
Sagar,Moderate,185,"PM
2.5",2/2,Madhya Pradesh
Churu,Moderate,185,"PM
10",1/1,Rajasthan
