City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Greater Noida,Very Poor,312,"PM
10",2/2,Uttar Pradesh
Cuttack,Poor,294,"O
3",1/1,Odisha
Charkhi Dadri,Poor,289,"PM
2.5",1/1,Haryana
Singrauli,Poor,277,"PM
10",1/1,Madhya Pradesh
Manesar,Poor,277,"PM
2.5",1/1,Haryana
Bhiwadi,Poor,275,"PM
10",2/2,Rajasthan
Angul,Poor,271,"O
3",1/1,Odisha
Ghaziabad,Poor,268,"PM
10",4/4,Uttar Pradesh
Noida,Poor,260,"PM , PM
10 2.5",3/4,Uttar Pradesh
Gurugram,Poor,258,"PM , PM
10 2.5",3/4,Haryana
Dharuhera,Poor,255,"PM
2.5",1/1,Haryana
Delhi,Poor,248,"PM
10",44/45,Delhi
Ballabgarh,Poor,237,"PM
10",1/1,Haryana
Talcher,Poor,236,"PM
10",1/1,Odisha
Gummidipoondi,Poor,233,"PM
2.5",1/1,Tamil Nadu
Nandesari,Poor,226,"PM
2.5",1/1,Gujarat
Yamuna Nagar,Poor,224,"PM
2.5",1/1,Haryana
Agartala,Poor,216,"PM
2.5",1/2,Tripura
Byasanagar,Poor,212,"O
3",1/1,Odisha
Faridabad,Poor,208,"PM , PM
10 2.5",3/4,Haryana
Mandi Gobindgarh,Poor,201,"PM
2.5",1/1,Punjab
Panchgaon,Moderate,199,"PM
2.5",1/1,Haryana
Baghpat,Moderate,199,"PM
2.5",1/2,Uttar Pradesh
Hapur,Moderate,189,"PM
2.5",1/1,Uttar Pradesh
Bileipada,Moderate,178,"PM
10",1/1,Odisha
Hajipur,Moderate,175,"PM
10",1/1,Bihar
Kurukshetra,Moderate,173,"PM
2.5",1/1,Haryana
Byrnihat,Moderate,168,"PM
2.5",1/1,Meghalaya
Vatva,Moderate,165,"PM
2.5",1/1,Gujarat
Bulandshahr,Moderate,161,"PM
10",1/1,Uttar Pradesh
Meerut,Moderate,158,"PM , PM
10 2.5",3/3,Uttar Pradesh
Durgapur,Moderate,158,"PM , PM
10 2.5",2/3,West Bengal
Sri Ganganagar,Moderate,153,"O
3",1/1,Rajasthan
Sawai Madhopur,Moderate,147,"PM
10",1/1,Rajasthan
Lucknow,Moderate,146,"PM , PM
10 2.5",6/6,Uttar Pradesh
Jind,Moderate,141,"PM
2.5",1/1,Haryana
Nagpur,Moderate,140,"PM
2.5",4/4,Maharashtra
Katni,Moderate,139,"PM
10",1/1,Madhya Pradesh
Barbil,Moderate,138,"PM
10",1/1,Odisha
Jhunjhunu,Moderate,136,"PM
10",1/1,Rajasthan
Baddi,Moderate,136,"PM
10",1/1,Himachal Pradesh
Muzaffarnagar,Moderate,134,"PM
10",1/1,Uttar Pradesh
Suakati,Moderate,133,"PM
10",1/1,Odisha
Gwalior,Moderate,133,"PM , PM
10 2.5",3/4,Madhya Pradesh
Tumidih,Moderate,131,"PM
2.5",1/1,Chhattisgarh
Naharlagun,Moderate,131,"PM
2.5",1/1,
Manguraha,Moderate,130,"PM
10",1/1,Bihar
Puducherry,Moderate,130,"PM
2.5",1/1,Puducherry
Alwar,Moderate,130,"PM
10",1/1,Rajasthan
Munger,Moderate,130,"PM
2.5",1/1,Bihar
Sirsa,Moderate,129,"PM
10",1/1,Haryana
Mandideep,Moderate,128,"PM
2.5",1/1,Madhya Pradesh
Kanpur,Moderate,127,"PM , PM
10 2.5",3/4,Uttar Pradesh
Chandrapur,Moderate,126,"PM
10",2/2,Maharashtra
Damoh,Moderate,126,"PM
10",1/1,Madhya Pradesh
Bengaluru,Moderate,125,"PM , PM , O
2.5 10 3",10/14,Karnataka
Milupara,Moderate,123,"PM
10",1/1,Chhattisgarh
Churu,Moderate,123,"PM
10",1/1,Rajasthan
Patna,Moderate,122,"PM
10",6/6,Bihar
Kaithal,Moderate,122,"PM
10",1/1,Haryana
Bhubaneswar,Moderate,120,"PM , PM
10 2.5",2/2,Odisha
Howrah,Moderate,120,"PM , PM
10 2.5",5/5,West Bengal
Patiala,Moderate,119,"PM
10",1/1,Punjab
Dehradun,Moderate,119,"PM
2.5",1/1,Uttarakhand
Nagaur,Moderate,118,"PM
10",1/1,Rajasthan
Khurja,Moderate,117,"PM
10",1/1,Uttar Pradesh
Karnal,Moderate,117,"PM
2.5",1/1,Haryana
Mehsana,Moderate,115,CO,1/1,Gujarat
Ramanagara,Moderate,115,"PM
10",1/1,Karnataka
Saharsa,Moderate,114,"PM
10",1/1,Bihar
Kolkata,Moderate,114,"PM , PM
10 2.5",7/7,West Bengal
Brajrajnagar,Moderate,113,"PM
10",1/1,Odisha
Rajkot,Moderate,112,CO,1/1,Gujarat
Bhopal,Moderate,112,"PM , O
10 3",3/3,Madhya Pradesh
Amaravati,Moderate,111,"PM
10",1/1,Andhra Pradesh
Gandhinagar,Moderate,111,"PM
10",3/3,Gujarat
Pithampur,Moderate,111,"PM
10",1/1,Madhya Pradesh
Jaipur,Moderate,111,"PM
10",6/6,Rajasthan
Guwahati,Moderate,110,"PM , PM
10 2.5",2/4,Assam
Kunjemura,Moderate,110,"PM
10",1/1,Chhattisgarh
Bhiwani,Moderate,110,"PM
2.5",1/1,Haryana
Moradabad,Moderate,110,"PM , SO
10 2",6/7,Uttar Pradesh
Agra,Moderate,109,"PM , PM
10 2.5",5/6,Uttar Pradesh
Bathinda,Moderate,109,"PM
10",1/1,Punjab
Chennai,Moderate,108,"PM , PM
10 2.5",5/9,Tamil Nadu
Thiruvananthapuram,Moderate,107,"PM , PM
10 2.5",2/2,Kerala
Keonjhar,Moderate,107,"PM
2.5",1/1,Odisha
Tirumala,Moderate,106,"PM
2.5",1/1,Andhra Pradesh
Balasore,Moderate,106,"PM
10",1/1,Odisha
Dewas,Moderate,106,"NO
2",1/1,Madhya Pradesh
Bikaner,Moderate,106,"PM
10",1/1,Rajasthan
Rupnagar,Moderate,105,"PM
2.5",1/1,Punjab
Bihar Sharif,Moderate,104,CO,1/1,Bihar
Pali,Moderate,104,"PM
10",1/1,Rajasthan
Bundi,Moderate,103,"PM
10",1/1,Rajasthan
Siliguri,Moderate,103,"PM
10",1/1,West Bengal
Perundurai,Moderate,103,"PM
10",1/1,Tamil Nadu
Mysuru,Moderate,102,"O
3",1/1,Karnataka
Sikar,Moderate,102,"PM
10",1/1,Rajasthan
Asansol,Moderate,102,"PM , PM
10 2.5",4/4,West Bengal
Aurangabad (Bihar),Moderate,102,CO,1/1,Bihar
