City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Kishanganj,Moderate,184,"PM
2.5",1/1,Bihar
Hanumangarh,Moderate,117,"PM
10",1/1,Rajasthan
Faridabad,Moderate,108,"PM , PM
10 2.5",3/4,Haryana
Greater Noida,Moderate,104,"PM
10",2/2,Uttar Pradesh
Sri Ganganagar,Moderate,104,"PM
10",1/1,Rajasthan
Eloor,Moderate,104,CO,1/1,Kerala
Gummidipoondi,Moderate,102,"PM
10",1/1,Tamil Nadu
Mandideep,Satisfactory,99,"PM
2.5",1/1,Madhya Pradesh
Ludhiana,Satisfactory,96,"PM
10",1/1,Punjab
Bhiwadi,Satisfactory,94,"PM
10",2/2,Rajasthan
Churu,Satisfactory,93,"PM
10",1/1,Rajasthan
Dhanbad,Satisfactory,93,"NO
2",1/2,Jharkhand
Amritsar,Satisfactory,92,"PM
10",1/1,Punjab
Visakhapatnam,Satisfactory,92,"PM
10",1/1,Andhra Pradesh
Pali,Satisfactory,89,"PM
10",1/1,Rajasthan
Bathinda,Satisfactory,89,"PM
10",1/1,Punjab
Delhi,Satisfactory,88,"O , PM
3 2.5",36/39,Delhi
Bahadurgarh,Satisfactory,88,"PM
10",1/1,Haryana
Gurugram,Satisfactory,88,"PM , CO, PM
10 2.5",3/4,Haryana
Sirsa,Satisfactory,85,"PM
10",1/1,Haryana
Narnaul,Satisfactory,82,"PM
2.5",1/1,Haryana
Rohtak,Satisfactory,82,"PM
2.5",1/1,Haryana
Jhunjhunu,Satisfactory,81,"PM
10",1/1,Rajasthan
Ghaziabad,Satisfactory,80,"PM
10",3/4,Uttar Pradesh
Noida,Satisfactory,78,"PM , O
10 3",4/4,Uttar Pradesh
Ankleshwar,Satisfactory,77,CO,1/1,Gujarat
Ahmednagar,Satisfactory,77,"PM
10",1/1,Maharashtra
Ranipet,Satisfactory,76,"PM
2.5",1/1,Tamil Nadu
Chittoor,Satisfactory,75,"PM
2.5",1/1,Andhra Pradesh
Malegaon,Satisfactory,73,"PM
10",1/1,Maharashtra
Virar,Satisfactory,72,CO,1/1,Maharashtra
Tirupati,Satisfactory,72,"PM
2.5",1/1,Andhra Pradesh
Rourkela,Satisfactory,72,"O
3",1/3,Odisha
Buxar,Satisfactory,71,"PM
10",1/1,Bihar
Nagaur,Satisfactory,71,"O
3",1/1,Rajasthan
Lucknow,Satisfactory,70,"PM , CO
10",6/6,Uttar Pradesh
Tiruchirappalli,Satisfactory,70,"PM
10",1/1,Tamil Nadu
Jaipur,Satisfactory,70,"NO , O , CO
2 3",5/6,Rajasthan
Kohima,Satisfactory,69,"SO
2",1/1,Nagaland
Moradabad,Satisfactory,69,"PM
10",5/7,Uttar Pradesh
Chandrapur,Satisfactory,68,"PM
10",2/2,Maharashtra
Bhopal,Satisfactory,68,"PM
10",3/3,Madhya Pradesh
Bulandshahr,Satisfactory,68,"PM
10",1/1,Uttar Pradesh
Khanna,Satisfactory,67,"PM
10",1/1,Punjab
Ajmer,Satisfactory,67,"PM
10",1/1,Rajasthan
Hyderabad,Satisfactory,66,"PM
10",9/14,Telangana
Chennai,Satisfactory,66,"PM , CO
10",7/9,Tamil Nadu
Jhalawar,Satisfactory,66,"O
3",1/1,Rajasthan
Patiala,Satisfactory,65,"PM
10",1/1,Punjab
Coimbatore,Satisfactory,65,"PM , PM
10 2.5",2/2,Tamil Nadu
Jalore,Satisfactory,64,"PM
10",1/1,Rajasthan
Mandi Gobindgarh,Satisfactory,64,"PM
10",1/1,Punjab
Bihar Sharif,Satisfactory,64,"PM
10",1/1,Bihar
Vijayawada,Satisfactory,64,"PM
2.5",1/4,Andhra Pradesh
Kota,Satisfactory,63,"PM , PM
10 2.5",3/3,Rajasthan
Meerut,Satisfactory,63,"PM , O
10 3",3/3,Uttar Pradesh
Kanchipuram,Satisfactory,62,"PM
2.5",1/1,Tamil Nadu
Gorakhpur,Satisfactory,62,"O
3",1/1,Uttar Pradesh
Bharatpur,Satisfactory,62,"O
3",1/1,Rajasthan
Pithampur,Satisfactory,62,"PM
2.5",1/1,Madhya Pradesh
Tonk,Satisfactory,61,"PM
10",1/1,Rajasthan
Jaisalmer,Satisfactory,60,"PM
10",1/1,Rajasthan
Bhilwara,Satisfactory,60,"PM
10",1/1,Rajasthan
Chandigarh,Satisfactory,59,"PM , O
10 3",3/3,Chandigarh
Virudhunagar,Satisfactory,59,"PM
10",1/1,Tamil Nadu
Dewas,Satisfactory,59,"PM
10",1/1,Madhya Pradesh
Barmer,Satisfactory,58,"PM
10",1/1,Rajasthan
