City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Coimbatore,Very Poor,347,"PM
2.5",1/2,Tamil Nadu
Sonipat,Very Poor,329,"PM
2.5",1/1,Haryana
Bahadurgarh,Very Poor,322,"PM
2.5",1/1,Haryana
Mandi Gobindgarh,Very Poor,307,"PM
2.5",1/1,Punjab
Angul,Poor,294,"PM
2.5",1/1,Odisha
Hapur,Poor,285,"PM
2.5",1/1,Uttar Pradesh
Kota,Poor,280,"PM
2.5",3/3,Rajasthan
Noida,Poor,279,"PM
2.5",4/4,Uttar Pradesh
Delhi,Poor,279,"PM
2.5",38/39,Delhi
Bhiwadi,Poor,274,"PM
2.5",2/2,Rajasthan
Tonk,Poor,271,"PM
2.5",1/1,Rajasthan
Dharuhera,Poor,269,"PM
2.5",1/1,Haryana
Greater Noida,Poor,268,"PM , PM
10 2.5",2/2,Uttar Pradesh
Bhiwani,Poor,265,"PM
2.5",1/1,Haryana
Ballabgarh,Poor,259,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,256,"PM
2.5",4/4,Uttar Pradesh
Manesar,Poor,254,"PM
2.5",1/1,Haryana
Bulandshahr,Poor,254,"PM
2.5",1/1,Uttar Pradesh
Jhalawar,Poor,250,"PM
2.5",1/1,Rajasthan
Singrauli,Poor,249,"PM
2.5",1/1,Madhya Pradesh
Baghpat,Poor,245,"PM
2.5",1/2,Uttar Pradesh
Gurugram,Poor,245,"PM
2.5",4/4,Haryana
Panipat,Poor,239,"PM
10",1/1,Haryana
Jalgaon,Poor,233,"PM
2.5",1/1,Maharashtra
Sangli,Poor,232,"PM
2.5",1/1,Maharashtra
Jaipur,Poor,231,"PM
2.5",6/6,Rajasthan
Bundi,Poor,230,"PM
2.5",1/1,Rajasthan
Charkhi Dadri,Poor,229,"PM
2.5",1/1,Haryana
Kollam,Poor,219,"PM
2.5",1/1,Kerala
Mangalore,Poor,214,"PM
2.5",1/1,Karnataka
Jalore,Poor,211,"PM
2.5",1/1,Rajasthan
Asansol,Poor,210,"PM
2.5",4/4,West Bengal
Parbhani,Poor,208,"PM
2.5",1/1,Maharashtra
Cuttack,Poor,206,"PM
2.5",1/1,Odisha
Dungarpur,Poor,205,"PM
2.5",1/1,Rajasthan
Mandideep,Poor,205,"PM
2.5",1/1,Madhya Pradesh
Baran,Poor,204,"PM
2.5",1/1,Rajasthan
Bikaner,Poor,203,"PM
10",1/1,Rajasthan
Balasore,Poor,202,"PM
2.5",1/1,Odisha
Pithampur,Poor,202,"PM
2.5",1/1,Madhya Pradesh
Fatehabad,Moderate,200,"PM
2.5",1/1,Haryana
Hanumangarh,Moderate,200,"PM
10",1/1,Rajasthan
Talcher,Moderate,199,"PM
2.5",1/1,Odisha
Kolkata,Moderate,199,"PM
2.5",7/7,West Bengal
Haldia,Moderate,199,"PM
2.5",1/1,West Bengal
Meerut,Moderate,197,"PM , PM
10 2.5",3/3,Uttar Pradesh
Kadapa,Moderate,195,"PM
2.5",1/1,Andhra Pradesh
Pali,Moderate,191,"PM
2.5",1/1,Rajasthan
