City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Agartala,Moderate,185,"PM
10",1/2,Tripura
Saharsa,Moderate,181,"PM
10",1/1,Bihar
Byrnihat,Moderate,175,"PM
2.5",1/1,Meghalaya
Dholpur,Moderate,165,"PM
10",1/1,Rajasthan
Samastipur,Moderate,148,"PM
2.5",1/1,Bihar
Bileipada,Moderate,142,"PM
2.5",1/1,Odisha
Surat,Moderate,140,"PM
10",1/1,Gujarat
Nandesari,Moderate,131,"PM
2.5",1/1,Gujarat
Gummidipoondi,Moderate,127,"PM
2.5",1/1,Tamil Nadu
Sri Ganganagar,Moderate,125,"PM
2.5",1/1,Rajasthan
Korba,Moderate,122,"NO , PM
2 10",2/2,Chhattisgarh
Dhanbad,Moderate,104,"PM
10",1/2,Jharkhand
Pali,Moderate,103,"PM
10",1/1,Rajasthan
Suakati,Moderate,103,"PM
10",1/1,Odisha
Bikaner,Moderate,102,"PM
10",1/1,Rajasthan
Mandi Gobindgarh,Moderate,102,CO,1/1,Punjab
Barbil,Satisfactory,100,"PM
10",1/1,Odisha
Nagaur,Satisfactory,97,"PM
10",1/1,Rajasthan
Talcher,Satisfactory,96,CO,1/1,Odisha
Rupnagar,Satisfactory,96,"PM
10",1/1,Punjab
Jaisalmer,Satisfactory,93,"PM
10",1/1,Rajasthan
Brajrajnagar,Satisfactory,92,"PM
10",1/1,Odisha
Churu,Satisfactory,91,"PM
10",1/1,Rajasthan
Moradabad,Satisfactory,91,"PM , PM
2.5 10",6/7,Uttar Pradesh
Jaipur,Satisfactory,88,"NO , PM
2 10",5/6,Rajasthan
Bhagalpur,Satisfactory,88,"PM
10",2/2,Bihar
Bareilly,Satisfactory,88,"PM , SO
10 2",2/2,Uttar Pradesh
Rairangpur,Satisfactory,87,"PM
10",1/1,Odisha
Guwahati,Satisfactory,86,"PM , O , PM
2.5 3 10",4/4,Assam
Patna,Satisfactory,85,"PM , PM
2.5 10",5/6,Bihar
Jodhpur,Satisfactory,85,"PM
10",5/5,Rajasthan
Hajipur,Satisfactory,84,"PM
2.5",1/1,Bihar
Sikar,Satisfactory,84,"PM
10",1/1,Rajasthan
Vapi,Satisfactory,84,"PM
10",1/1,Gujarat
Jalore,Satisfactory,84,"PM
10",1/1,Rajasthan
Gorakhpur,Satisfactory,83,"PM
10",1/1,Uttar Pradesh
Durgapur,Satisfactory,83,"PM
10",3/3,West Bengal
Singrauli,Satisfactory,83,"PM
2.5",1/1,Madhya Pradesh
Rajgir,Satisfactory,83,CO,1/1,Bihar
Gaya,Satisfactory,82,"PM
10",2/3,Bihar
