City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Korba,Very Poor,305,"PM
2.5",1/2,Chhattisgarh
Bileipada,Poor,292,"PM
10",1/1,Odisha
Singrauli,Poor,269,"PM
10",1/1,Madhya Pradesh
Tumidih,Poor,249,"PM
10",1/1,Chhattisgarh
Greater Noida,Poor,246,"PM
10",2/2,Uttar Pradesh
Nandesari,Poor,229,"PM
2.5",1/1,Gujarat
Ambala,Poor,225,"PM
2.5",1/1,Haryana
Ballabgarh,Poor,221,"PM
10",1/1,Haryana
Kunjemura,Poor,218,"PM
10",1/1,Chhattisgarh
Gurugram,Poor,215,"PM , PM
2.5 10",3/4,Haryana
Barbil,Poor,212,"PM
2.5",1/1,Odisha
Bhiwadi,Poor,212,"PM , PM
10 2.5",2/2,Rajasthan
Tonk,Poor,212,"PM
10",1/1,Rajasthan
Hajipur,Poor,210,"PM
2.5",1/1,Bihar
Manesar,Poor,210,"PM
2.5",1/1,Haryana
Ghaziabad,Poor,204,"PM
10",4/4,Uttar Pradesh
Pali,Poor,202,"PM
10",1/1,Rajasthan
Yamuna Nagar,Poor,202,"PM
2.5",1/1,Haryana
Faridabad,Moderate,191,"PM , PM
2.5 10",3/4,Haryana
Rourkela,Moderate,188,"PM , PM
2.5 10",2/3,Odisha
Pratapgarh,Moderate,183,"PM
10",1/1,Uttar Pradesh
Pithampur,Moderate,181,"PM
10",1/1,Madhya Pradesh
Noida,Moderate,181,"PM
10",4/4,Uttar Pradesh
Nagaur,Moderate,178,"PM
10",1/1,Rajasthan
Sawai Madhopur,Moderate,176,"PM
10",1/1,Rajasthan
Mandi Gobindgarh,Moderate,175,"PM
2.5",1/1,Punjab
Delhi,Moderate,175,"PM , O , PM
2.5 3 10",44/47,Delhi
Alwar,Moderate,174,"O
3",1/1,Rajasthan
Patna,Moderate,174,"PM , PM
2.5 10",6/6,Bihar
Ajmer,Moderate,173,"PM
10",1/1,Rajasthan
Brajrajnagar,Moderate,172,"PM
2.5",1/1,Odisha
Nayagarh,Moderate,168,"PM
10",1/1,Odisha
Ahmedabad,Moderate,167,"PM , PM
10 2.5",7/9,Gujarat
Agra,Moderate,167,"PM , PM
10 2.5",6/6,Uttar Pradesh
Sikar,Moderate,167,"PM
10",1/1,Rajasthan
Mandideep,Moderate,166,"PM
2.5",1/1,Madhya Pradesh
Dharuhera,Moderate,160,"PM
2.5",1/1,Haryana
Damoh,Moderate,157,"PM
10",1/1,Madhya Pradesh
Katni,Moderate,156,"PM
10",1/1,Madhya Pradesh
Saharsa,Moderate,156,"PM
10",1/1,Bihar
Bundi,Moderate,153,"PM
10",1/1,Rajasthan
Bhilwara,Moderate,152,"PM
10",1/1,Rajasthan
Nalbari,Moderate,151,"PM
2.5",1/1,Assam
Tensa,Moderate,150,"PM
2.5",1/1,Odisha
Kota,Moderate,150,"PM
10",3/3,Rajasthan
Jalore,Moderate,149,"PM
10",1/1,Rajasthan
Udaipur,Moderate,148,"PM
2.5",1/1,Rajasthan
Dewas,Moderate,148,"PM
10",1/1,Madhya Pradesh
Bikaner,Moderate,146,"PM
10",1/1,Rajasthan
Malegaon,Moderate,145,"PM
10",1/1,Maharashtra
Dungarpur,Moderate,144,"PM
10",1/1,Rajasthan
Barmer,Moderate,142,"PM
10",1/1,Rajasthan
Vrindavan,Moderate,141,"PM
10",1/1,Uttar Pradesh
Chhal,Moderate,137,"PM
2.5",1/1,Chhattisgarh
Byrnihat,Moderate,136,"PM
2.5",1/1,Meghalaya
Jhalawar,Moderate,136,"PM
10",1/1,Rajasthan
Sonipat,Moderate,136,"PM
2.5",1/1,Haryana
Gandhinagar,Moderate,135,"PM
10",2/3,Gujarat
Baddi,Moderate,135,"PM
10",1/1,Himachal Pradesh
Baghpat,Moderate,135,"PM
2.5",1/2,Uttar Pradesh
Baran,Moderate,134,"PM
10",1/1,Rajasthan
Arrah,Moderate,133,"PM
2.5",1/1,Bihar
Jaipur,Moderate,132,"PM
10",6/6,Rajasthan
Bhopal,Moderate,132,"PM
10",3/3,Madhya Pradesh
Surat,Moderate,132,"PM
10",2/2,Gujarat
Nagpur,Moderate,131,"PM , PM
2.5 10",4/4,Maharashtra
Dharwad,Moderate,131,"PM
10",1/1,Karnataka
Jhunjhunu,Moderate,131,"PM
10",1/1,Rajasthan
Chandrapur,Moderate,131,"O , PM
3 10",2/2,Maharashtra
Muzaffarnagar,Moderate,130,"PM
2.5",1/1,Uttar Pradesh
Ankleshwar,Moderate,129,"PM
10",1/1,Gujarat
Hapur,Moderate,129,"PM
2.5",1/1,Uttar Pradesh
Jaisalmer,Moderate,129,"PM
10",1/1,Rajasthan
Meerut,Moderate,129,"PM , NO
10 2",3/3,Uttar Pradesh
Sirohi,Moderate,128,"PM
10",1/1,Rajasthan
Virar,Moderate,128,"PM
10",1/1,Maharashtra
Ratlam,Moderate,128,"PM
10",1/1,Madhya Pradesh
Gwalior,Moderate,126,"PM
10",3/4,Madhya Pradesh
Churu,Moderate,126,"PM
10",1/1,Rajasthan
Bulandshahr,Moderate,126,"PM
10",1/1,Uttar Pradesh
Jodhpur,Moderate,126,"PM
10",5/5,Rajasthan
Lucknow,Moderate,126,"PM , PM
2.5 10",6/6,Uttar Pradesh
Bhagalpur,Moderate,126,"PM , CO
10",2/2,Bihar
Indore,Moderate,125,"PM , PM
2.5 10",5/6,Madhya Pradesh
Panchgaon,Moderate,124,"PM
2.5",1/1,Haryana
Keonjhar,Moderate,124,"PM
10",1/1,Odisha
Hanumangarh,Moderate,124,"PM
10",1/1,Rajasthan
Banswara,Moderate,124,"PM
10",1/1,Rajasthan
Dausa,Moderate,123,"O
3",1/1,Rajasthan
Samastipur,Moderate,123,"PM
2.5",1/1,Bihar
Panipat,Moderate,122,"PM
10",1/1,Haryana
Kurukshetra,Moderate,122,"PM
10",1/1,Haryana
Chikkaballapur,Moderate,122,"PM
2.5",1/1,Karnataka
Gummidipoondi,Moderate,121,"PM
2.5",1/1,Tamil Nadu
Bhavnagar,Moderate,120,"PM
10",1/1,Gujarat
