City,Air_Quality,Index_Value,Prominent_Pollutant,No._of_Stations_Participated_Total_Stations,State
Bulandshahr,Poor,241,"PM
10",1/1,
Panipat,Poor,233,"PM
2.5",1/1,
Greater noida,Poor,201,"PM
10",2/2,
Baddi,Moderate,182,"PM
10",1/1,Himachal Pradesh
Sasaram,Moderate,182,"PM
2.5",1/1,Bihar
Noida,Moderate,159,"PM
10",4/4,Uttar Pradesh
Ballabgarh,Moderate,153,"PM
10",1/1,Haryana
Brajrajnagar,Moderate,152,"PM
2.5",1/1,
Bhiwadi,Moderate,151,"PM , PM
2.5 10",2/2,Rajasthan
Mandi gobindgarh,Moderate,149,"PM
10",1/1,
Faridabad,Moderate,149,"PM , PM
2.5 10",3/4,Haryana
Ambala,Moderate,144,"PM
10",1/1,Haryana
Sonipat,Moderate,144,"PM
2.5",1/1,Haryana
Begusarai,Moderate,141,"PM
10",1/1,
Jalandhar,Moderate,140,"PM
2.5",1/1,
Gajraula,Moderate,135,"PM
10",1/1,Uttar Pradesh
Manesar,Moderate,134,"PM
2.5",1/1,
Meerut,Moderate,134,"PM , PM
2.5 10",4/4,
Gummidipoondi,Moderate,132,"PM
2.5",1/1,
Pithampur,Moderate,131,"PM
2.5",1/1,
Delhi,Moderate,128,"PM , PM
2.5 10",44/46,
Khairthal,Moderate,127,"PM
10",1/1,Rajasthan
Panchgaon,Moderate,124,"PM
2.5",1/1,
Munger,Moderate,123,"PM
10",1/1,Bihar
Hapur,Moderate,122,"PM
10",1/1,Uttar Pradesh
Sikar,Moderate,121,"PM
10",1/1,
Tonk,Moderate,119,CO,1/1,
Jind,Moderate,118,"PM
2.5",1/1,Haryana
Khora,Moderate,116,"PM
2.5",1/1,
Dausa,Moderate,116,"PM
10",1/1,Rajasthan
Bhagalpur,Moderate,115,"PM
2.5",1/2,Bihar
Muzaffarnagar,Moderate,115,"PM
10",1/1,Uttar Pradesh
Vatva,Moderate,114,"PM
10",1/1,
Alwar,Moderate,114,"PM
10",2/2,Rajasthan
Fatehabad,Moderate,114,"PM
10",1/1,Haryana
Kaithal,Moderate,113,"PM
10",1/1,Haryana
